ticker,pass,n_signals,trend,recent_signals,last_candle
IVF,True,1,하락,위꼬리양봉@D-2,-
NNBR,False,0,상승,-,도지
EVMN,False,0,횡보,-,음봉스프링
BTCT,False,0,하락,-,-
AVXX,False,0,하락,-,-
PHGE,False,0,하락,-,-
