ticker,pass,n_signals,trend,recent_signals,last_candle
DCX,True,1,하락,꼬리군@D-0,-
DTSS,True,1,횡보,위꼬리양봉@D-3,-
WAFU,True,1,하락,작은몸통양꼬리양봉@D-4,도지
DAIC,False,0,횡보,-,-
VRA,False,0,횡보,-,-
HXHX,False,0,하락,-,-
