signal_day,eval_day,ticker,ratio,verdict,candle_pos,gap_%,entry,outcome,gross_%,net_%,bucket,intraday_signal
2026-05-22,2026-05-26,PHGE,54.5,강한매수,전고점돌파,130.3,1.57,open,-3.18,-5.68,08:00,중립
2026-05-22,2026-05-26,PHGE,54.5,강한매수,전고점돌파,130.3,1.57,open,-3.18,-5.68,08:30,중립
2026-05-22,2026-05-26,PHGE,54.5,강한매수,전고점돌파,130.3,1.6197,open,-6.16,-8.66,09:00,중립
2026-05-22,2026-05-26,RGTZ,42.6,강한매도,전저점이탈,1.1,2.82,open,3.19,0.69,05:30,정보부족
2026-05-22,2026-05-26,RGTZ,42.6,강한매도,전저점이탈,1.1,2.81,open,3.56,1.06,06:00,매도주의
2026-05-22,2026-05-26,RGTZ,42.6,강한매도,전저점이탈,1.1,2.73,open,6.59,4.09,06:30,매도주의
2026-05-22,2026-05-26,RGTZ,42.6,강한매도,전저점이탈,1.1,2.81,open,3.56,1.06,07:00,매수관심
2026-05-22,2026-05-26,RGTZ,42.6,강한매도,전저점이탈,1.1,2.8398,open,2.47,-0.03,07:30,중립
2026-05-22,2026-05-26,RGTZ,42.6,강한매도,전저점이탈,1.1,2.8402,open,2.46,-0.04,08:00,중립
2026-05-22,2026-05-26,RGTZ,42.6,강한매도,전저점이탈,1.1,2.9465,open,-1.24,-3.74,08:30,강한매수
2026-05-22,2026-05-26,RGTZ,42.6,강한매도,전저점이탈,1.1,2.94,open,-1.02,-3.52,09:00,중립
2026-05-22,2026-05-26,NCPL,39.0,중립,잔구간,-3.1,0.7937,open,4.57,2.07,05:30,정보부족
2026-05-22,2026-05-26,NCPL,39.0,중립,잔구간,-3.1,0.7992,open,3.85,1.35,06:00,중립
2026-05-22,2026-05-26,NCPL,39.0,중립,잔구간,-3.1,0.8088,open,2.62,0.12,06:30,매도주의
2026-05-22,2026-05-26,NCPL,39.0,중립,잔구간,-3.1,0.774,open,7.24,4.74,07:00,강한매도
2026-05-22,2026-05-26,NCPL,39.0,중립,잔구간,-3.1,0.798,open,4.01,1.51,07:30,강한매수
2026-05-22,2026-05-26,NCPL,39.0,중립,잔구간,-3.1,0.8219,open,0.99,-1.51,08:00,강한매수
2026-05-22,2026-05-26,NCPL,39.0,중립,잔구간,-3.1,0.81,open,2.47,-0.03,08:30,중립
2026-05-22,2026-05-26,NCPL,39.0,중립,잔구간,-3.1,0.8128,open,2.12,-0.38,09:00,중립
2026-05-26,2026-05-27,VCIG,551.3,강한매수,전고점돌파,29.3,3.75,open,-8.53,-11.03,05:30,정보부족
2026-05-26,2026-05-27,VCIG,551.3,강한매수,전고점돌파,29.3,3.44,open,-0.29,-2.79,06:00,매도주의
2026-05-26,2026-05-27,VCIG,551.3,강한매수,전고점돌파,29.3,3.4993,open,-1.98,-4.48,06:30,중립
2026-05-26,2026-05-27,VCIG,551.3,강한매수,전고점돌파,29.3,3.48,open,-1.44,-3.94,07:00,중립
2026-05-26,2026-05-27,VCIG,551.3,강한매수,전고점돌파,29.3,3.421,open,0.26,-2.24,07:30,중립
2026-05-26,2026-05-27,VCIG,551.3,강한매수,전고점돌파,29.3,3.43,open,0.0,-2.5,08:00,중립
2026-05-26,2026-05-27,VCIG,551.3,강한매수,전고점돌파,29.3,3.6,open,-4.72,-7.22,08:30,강한매수
2026-05-26,2026-05-27,VCIG,551.3,강한매수,전고점돌파,29.3,3.5605,open,-3.67,-6.17,09:00,매도주의
2026-05-26,2026-05-27,UZX,170.7,중립,전고점돌파,5.4,0.8115,open,29.39,26.89,05:30,정보부족
2026-05-26,2026-05-27,UZX,170.7,중립,전고점돌파,5.4,0.8209,open,27.91,25.41,06:00,매수관심
2026-05-26,2026-05-27,UZX,170.7,중립,전고점돌파,5.4,0.8894,open,18.06,15.56,06:30,강한매수
2026-05-26,2026-05-27,UZX,170.7,중립,전고점돌파,5.4,1.16,open,-9.48,-11.98,07:00,강한매수
2026-05-26,2026-05-27,UZX,170.7,중립,전고점돌파,5.4,1.0903,open,-3.7,-6.2,07:30,중립
2026-05-26,2026-05-27,UZX,170.7,중립,전고점돌파,5.4,1.1687,open,-10.16,-12.66,08:00,강한매수
2026-05-26,2026-05-27,UZX,170.7,중립,전고점돌파,5.4,1.06,open,-0.94,-3.44,08:30,매도주의
2026-05-26,2026-05-27,UZX,170.7,중립,전고점돌파,5.4,1.025,open,2.44,-0.06,09:00,중립
2026-05-26,2026-05-27,PHGE,148.5,강한매수,전고점돌파,-23.5,1.24,open,20.16,17.66,05:30,정보부족
2026-05-26,2026-05-27,PHGE,148.5,강한매수,전고점돌파,-23.5,1.26,open,18.25,15.75,06:00,중립
2026-05-26,2026-05-27,PHGE,148.5,강한매수,전고점돌파,-23.5,1.2897,open,15.53,13.03,06:30,중립
2026-05-26,2026-05-27,PHGE,148.5,강한매수,전고점돌파,-23.5,1.335,open,11.61,9.11,07:00,강한매수
2026-05-26,2026-05-27,PHGE,148.5,강한매수,전고점돌파,-23.5,1.33,open,12.03,9.53,07:30,중립
2026-05-26,2026-05-27,PHGE,148.5,강한매수,전고점돌파,-23.5,1.3,open,14.62,12.12,08:00,매도주의
2026-05-26,2026-05-27,PHGE,148.5,강한매수,전고점돌파,-23.5,1.3,open,14.62,12.12,08:30,중립
2026-05-26,2026-05-27,PHGE,148.5,강한매수,전고점돌파,-23.5,1.29,open,15.5,13.0,09:00,중립
2026-05-26,2026-05-27,AEMD,134.7,매수관심,전고점돌파,32.2,3.24,open,-12.65,-15.15,05:30,정보부족
2026-05-26,2026-05-27,AEMD,134.7,매수관심,전고점돌파,32.2,3.0522,open,-7.28,-9.78,06:00,매도주의
2026-05-26,2026-05-27,AEMD,134.7,매수관심,전고점돌파,32.2,2.9796,open,-5.02,-7.52,06:30,중립
2026-05-26,2026-05-27,AEMD,134.7,매수관심,전고점돌파,32.2,3.13,open,-9.58,-12.08,07:00,매수관심
2026-05-26,2026-05-27,AEMD,134.7,매수관심,전고점돌파,32.2,2.74,open,3.28,0.78,07:30,매도주의
2026-05-26,2026-05-27,AEMD,134.7,매수관심,전고점돌파,32.2,2.8,open,1.07,-1.43,08:00,중립
2026-05-26,2026-05-27,AEMD,134.7,매수관심,전고점돌파,32.2,2.7,open,4.81,2.31,08:30,중립
2026-05-26,2026-05-27,AEMD,134.7,매수관심,전고점돌파,32.2,2.72,open,4.04,1.54,09:00,중립
2026-05-26,2026-05-27,OTLK,114.6,중립,전고점돌파,-0.4,0.3986,open,5.87,3.37,05:30,정보부족
2026-05-26,2026-05-27,OTLK,114.6,중립,전고점돌파,-0.4,0.3981,open,6.0,3.5,06:00,중립
2026-05-26,2026-05-27,OTLK,114.6,중립,전고점돌파,-0.4,0.403,open,4.71,2.21,06:30,중립
2026-05-26,2026-05-27,OTLK,114.6,중립,전고점돌파,-0.4,0.4081,open,3.41,0.91,07:00,매수관심
2026-05-26,2026-05-27,OTLK,114.6,중립,전고점돌파,-0.4,0.4005,open,5.37,2.87,07:30,중립
2026-05-26,2026-05-27,OTLK,114.6,중립,전고점돌파,-0.4,0.4006,open,5.34,2.84,08:00,중립
2026-05-26,2026-05-27,OTLK,114.6,중립,전고점돌파,-0.4,0.4028,open,4.77,2.27,08:30,중립
2026-05-26,2026-05-27,OTLK,114.6,중립,전고점돌파,-0.4,0.3927,open,7.46,4.96,09:00,매도주의
2026-05-26,2026-05-27,SNGX,113.0,강한매수,전고점돌파,107.6,1.065,open,-7.39,-9.89,05:30,정보부족
2026-05-26,2026-05-27,SNGX,113.0,강한매수,전고점돌파,107.6,1.1,open,-10.34,-12.84,06:00,중립
2026-05-26,2026-05-27,SNGX,113.0,강한매수,전고점돌파,107.6,1.11,open,-11.14,-13.64,06:30,매수관심
2026-05-26,2026-05-27,SNGX,113.0,강한매수,전고점돌파,107.6,1.06,open,-6.95,-9.45,07:00,매도주의
2026-05-26,2026-05-27,SNGX,113.0,강한매수,전고점돌파,107.6,1.03,open,-4.24,-6.74,07:30,중립
2026-05-26,2026-05-27,SNGX,113.0,강한매수,전고점돌파,107.6,0.986,open,0.03,-2.47,08:00,매도주의
2026-05-26,2026-05-27,SNGX,113.0,강한매수,전고점돌파,107.6,1.0203,open,-3.33,-5.83,08:30,강한매수
2026-05-26,2026-05-27,SNGX,113.0,강한매수,전고점돌파,107.6,1.015,open,-2.83,-5.33,09:00,중립
2026-05-26,2026-05-27,IQST,88.7,중립,잔구간,-7.0,1.06,open,1.89,-0.61,05:30,정보부족
2026-05-26,2026-05-27,IQST,88.7,중립,잔구간,-7.0,1.1,open,-1.82,-4.32,06:00,강한매수
2026-05-26,2026-05-27,IQST,88.7,중립,잔구간,-7.0,1.07,open,0.93,-1.57,06:30,매도주의
2026-05-26,2026-05-27,IQST,88.7,중립,잔구간,-7.0,1.08,open,0.0,-2.5,07:00,매수관심
2026-05-26,2026-05-27,IQST,88.7,중립,잔구간,-7.0,1.08,open,0.0,-2.5,07:30,강한매수
2026-05-26,2026-05-27,IQST,88.7,중립,잔구간,-7.0,1.1,open,-1.82,-4.32,08:00,중립
2026-05-26,2026-05-27,IQST,88.7,중립,잔구간,-7.0,1.0868,open,-0.63,-3.13,08:30,강한매수
2026-05-26,2026-05-27,IQST,88.7,중립,잔구간,-7.0,1.1,open,-1.82,-4.32,09:00,매수관심
2026-05-26,2026-05-27,UFG,84.5,매수관심,잔구간,-9.7,0.7573,open,3.26,0.76,05:30,정보부족
2026-05-26,2026-05-27,UFG,84.5,매수관심,잔구간,-9.7,0.7438,open,5.14,2.64,06:00,강한매수
2026-05-26,2026-05-27,UFG,84.5,매수관심,잔구간,-9.7,0.7438,open,5.14,2.64,06:30,강한매수
2026-05-26,2026-05-27,UFG,84.5,매수관심,잔구간,-9.7,0.7672,open,1.93,-0.57,07:00,매도주의
2026-05-26,2026-05-27,UFG,84.5,매수관심,잔구간,-9.7,0.75,open,4.27,1.77,07:30,중립
2026-05-26,2026-05-27,UFG,84.5,매수관심,잔구간,-9.7,0.75,open,4.27,1.77,08:00,매수관심
2026-05-26,2026-05-27,UFG,84.5,매수관심,잔구간,-9.7,0.769,open,1.69,-0.81,08:30,강한매수
2026-05-26,2026-05-27,UFG,84.5,매수관심,잔구간,-9.7,0.7521,open,3.98,1.48,09:00,강한매수
2026-05-26,2026-05-27,YMAT,77.3,중립,잔구간,-11.6,1.22,open,-8.2,-10.7,05:30,정보부족
2026-05-26,2026-05-27,YMAT,77.3,중립,잔구간,-11.6,1.2,open,-6.67,-9.17,06:00,매도주의
2026-05-26,2026-05-27,YMAT,77.3,중립,잔구간,-11.6,1.215,open,-7.82,-10.32,06:30,중립
2026-05-26,2026-05-27,YMAT,77.3,중립,잔구간,-11.6,1.23,open,-8.94,-11.44,07:00,강한매수
2026-05-26,2026-05-27,YMAT,77.3,중립,잔구간,-11.6,1.2002,open,-6.68,-9.18,07:30,매도주의
2026-05-26,2026-05-27,YMAT,77.3,중립,잔구간,-11.6,1.2,open,-6.67,-9.17,08:00,중립
2026-05-26,2026-05-27,YMAT,77.3,중립,잔구간,-11.6,1.15,open,-2.61,-5.11,08:30,강한매도
2026-05-26,2026-05-27,YMAT,77.3,중립,잔구간,-11.6,1.1,open,1.82,-0.68,09:00,강한매도
2026-05-26,2026-05-27,FUTG,75.5,매수관심,잔구간,12.7,4.99,open,-5.81,-8.31,05:30,정보부족
2026-05-26,2026-05-27,FUTG,75.5,매수관심,잔구간,12.7,5.0,open,-6.0,-8.5,06:00,중립
2026-05-26,2026-05-27,FUTG,75.5,매수관심,잔구간,12.7,4.99,open,-5.81,-8.31,06:30,중립
2026-05-26,2026-05-27,FUTG,75.5,매수관심,잔구간,12.7,4.9291,open,-4.65,-7.15,07:00,매도주의
