ticker,c,oc_%,vol_ratio,dol_M,dol_avg10_M,dol_x,run2d_%,close_pos,매수참고,손절,익절목표
CCXI,11.99,-5.1,2205.4,165.8,0.1,2349.3,15.6,0.1,11.99,11.475,13.189
QNRX,3.83,-10.3,224.2,32.9,1.3,24.7,-13.2,0.15,3.83,3.521,4.213
PASG,5.88,-6.2,25.9,6.1,0.3,21.3,2.8,0.19,5.88,5.607,6.468
HSCS,2.63,-5.4,46.4,5.0,37.4,0.1,48.6,0.52,2.63,2.28,2.893
