ticker,pass,n_signals,trend,recent_signals,last_candle
ARMP,True,1,하락,꼬리군@D-1,-
HAIN,True,1,하락,꼬리군@D-2,-
BDRX,True,1,하락,작은몸통양꼬리양봉@D-0,작은몸통양꼬리양봉
AGMH,True,1,횡보,꼬리군@D-2,-
BMGL,False,0,하락,-,-
SLGB,False,0,하락,-,-
