ticker,pass,n_signals,trend,recent_signals,last_candle
FUTG,True,2,하락,"양봉스프링@D-4, 양봉스프링@D-0",양봉스프링
GYGY,True,1,불명,위꼬리양봉@D-2,-
TCGX,True,1,불명,위꼬리양봉@D-0,위꼬리양봉
JZ,False,0,하락,-,-
GOF,False,0,횡보,-,-
ISPC,False,0,하락,-,-
RDAC,False,0,횡보,-,-
CATO,False,0,횡보,-,-
