ticker,pass,n_signals,trend,recent_signals,last_candle
OABI,True,2,상승,"작은몸통양꼬리양봉@D-4, 꼬리군@D-1",-
INV,True,2,횡보,"위꼬리양봉@D-4, 작은몸통양꼬리양봉@D-0",작은몸통양꼬리양봉
CURI,True,2,하락,"작은몸통양꼬리양봉@D-4, 위꼬리양봉@D-3",도지
BZAI,True,2,하락,"작은몸통양꼬리양봉@D-3, 양봉팽이군@D-3",-
GCTK,True,2,하락,"작은몸통양꼬리양봉@D-0, 꼬리군@D-1",작은몸통양꼬리양봉
STFS,True,1,횡보,꼬리군@D-2,-
ARTL,True,1,하락,위꼬리양봉@D-0,위꼬리양봉
WOK,False,0,하락,-,도지
FGI,False,0,상승,-,-
XHG,False,0,상승,-,-
