ticker,pass,n_signals,trend,recent_signals,last_candle
DBVT,True,2,하락,"작은몸통양꼬리양봉@D-4, 위꼬리양봉@D-2",음봉스프링
MASK,True,1,하락,꼬리군@D-2,-
LBGJ,True,1,하락,꼬리군@D-3,-
DBGI,False,0,하락,-,-
AENT,False,0,횡보,-,-
LASE,False,0,횡보,-,-
BBOT,False,0,횡보,-,음봉스프링
