ticker,pass,n_signals,trend,recent_signals,last_candle
WFF,True,4,횡보,"양봉스프링@D-3, 작은몸통양꼬리양봉@D-0, 상승다람쥐@D-0, 양봉팽이군@D-0",작은몸통양꼬리양봉
AZI,True,1,하락,작은몸통양꼬리양봉@D-0,작은몸통양꼬리양봉
HCWC,False,0,횡보,-,도지
AQB,False,0,횡보,-,-
SAGT,False,0,하락,-,-
FEMY,False,0,하락,-,-
RPID,False,0,하락,-,-
