code,name,market,ratio,last_close,day_chg_%,latest_vol,baseline_vol,trade_value_억
309930,조이웍스앤코,KOSDAQ,20.9,1103.0,29.9,1313309,62801,14.5
475400,씨메스로보틱스,KOSDAQ,18.4,18690.0,1.4,926634,50365,173.2
208710,포톤,KOSDAQ,12.6,2230.0,12.0,647373,51229,14.4
225430,케이엠제약,KOSDAQ,12.1,1800.0,2.6,494202,40888,8.9
455900,엔젤로보틱스,KOSDAQ,10.2,20150.0,5.8,513769,50342,103.5
009730,이렘,KOSDAQ,8.7,1607.0,14.5,436202,50128,7.0
039830,오로라,KOSDAQ,7.9,21950.0,-0.2,274406,34734,60.2
299660,셀리드,KOSDAQ,7.6,1707.0,1.1,5456720,716768,93.1
073240,금호타이어,KOSPI,7.4,7290.0,19.9,21147147,2845823,1541.6
079650,서산,KOSDAQ,7.0,4250.0,1.1,10381806,1492766,441.2
0039P0,매드업,KOSDAQ,6.5,6500.0,-1.5,10431348,1596558,678.0
194480,데브시스터즈,KOSDAQ,6.4,18460.0,29.5,433051,67645,79.9
028670,팬오션,KOSPI,6.3,5470.0,10.8,8308824,1324255,454.5
002990,금호건설,KOSPI,6.2,9110.0,-4.0,18139336,2940118,1652.5
213500,한솔제지,KOSPI,6.2,7300.0,1.2,308276,49370,22.5
425420,티에프이,KOSDAQ,6.1,29250.0,17.7,263110,42893,77.0
091590,남화토건,KOSDAQ,6.0,4450.0,-7.3,2104262,348844,93.6
156100,엘앤케이바이오,KOSDAQ,5.9,3055.0,9.3,910295,153923,27.8
228670,레이,KOSDAQ,5.3,5010.0,16.0,238537,45073,12.0
002350,넥센타이어,KOSPI,4.9,6180.0,1.1,242899,49654,15.0
228340,동양파일,KOSDAQ,4.7,2450.0,-7.7,1230994,259843,30.2
340810,시선AI,KOSDAQ,4.6,3185.0,7.2,2083462,450976,66.4
365660,레몬헬스케어,KOSDAQ,4.4,5350.0,0.0,11339259,2570648,606.7
052300,오션인더블유,KOSDAQ,4.2,1404.0,6.0,402129,96027,5.6
010580,에스엠벡셀,KOSPI,4.1,1462.0,4.4,421400,102745,6.2
452260,한화갤러리아,KOSPI,4.0,1865.0,11.7,3411705,843825,63.6
179530,애드바이오텍,KOSDAQ,4.0,2030.0,12.5,322984,80369,6.6
