ticker,c,oc_%,vol_ratio,dol_M,dol_avg10_M,dol_x,run2d_%,close_pos,매수참고,손절,익절목표
SHPH,4.16,-5.7,403.1,219.4,7.2,30.3,42.5,0.27,4.16,3.696,4.576
IBX,15.48,-11.9,38.0,217.2,14.8,14.7,-49.4,0.24,15.48,14.191,17.028
QTTB,18.46,-13.1,13.3,65.4,67.3,1.0,64.7,0.16,18.46,16.975,20.306
TOON,0.5901,-11.9,55.5,16.7,0.3,53.4,-1.3,0.48,0.59,0.488,0.649
CANF,3.22,-6.9,13.7,4.0,27.8,0.1,-0.9,0.1,3.22,3.085,3.542
