ticker,c,oc_%,vol_ratio,dol_M,dol_avg10_M,dol_x,run2d_%,close_pos,매수참고,손절,익절목표
GOAI,2.36,-5.6,804.4,26.3,0.1,470.2,-2.9,0.39,2.36,2.124,2.596
SLND,1.04,-7.1,191.1,15.7,23.4,0.7,52.6,0.23,1.04,0.932,1.144
RCON,0.3905,-5.0,1309.7,8.0,0.0,967.9,0.0,0.0,0.39,0.379,0.43
CJMB,1.21,-6.9,145.9,4.7,7.1,0.7,40.5,0.07,1.21,1.154,1.331
WBUY,0.6266,-10.5,62.3,2.1,0.5,4.0,-20.6,0.03,0.627,0.604,0.689
