ticker,pass,n_signals,trend,recent_signals,last_candle
WSHP,True,2,하락,"작은몸통양꼬리양봉@D-3, 위꼬리양봉@D-2",-
NCPL,True,1,횡보,위꼬리양봉@D-2,-
RYET,True,1,횡보,꼬리군@D-1,-
NMTC,False,0,하락,-,-
AMOD,False,0,하락,-,-
