ticker,pass,n_signals,trend,recent_signals,last_candle
AZIO,True,4,횡보,"위꼬리양봉@D-2, 작은몸통양꼬리양봉@D-0, 상승다람쥐@D-0, 양봉팽이군@D-0",작은몸통양꼬리양봉
MYGN,True,1,횡보,양봉스프링@D-2,-
ZEO,True,1,하락,꼬리군@D-2,-
KPTI,True,1,하락,작은몸통양꼬리양봉@D-0,작은몸통양꼬리양봉
UPC,True,1,상승,작은몸통양꼬리양봉@D-3,-
MGRX,False,0,횡보,-,-
RDTL,False,0,횡보,-,-
GCTK,False,0,하락,-,-
AMZO,False,0,불명,-,-
CUPR,False,0,횡보,-,-
