ticker,c,oc_%,vol_ratio,dol_M,dol_avg10_M,dol_x,run2d_%,close_pos,매수참고,손절,익절목표
GTE,9.44,-8.6,72.1,192.3,2.4,79.4,35.4,0.17,9.44,8.74,10.384
CLRO,3.68,-5.6,354.9,31.5,0.2,144.7,-12.2,0.16,3.68,3.482,4.048
VMAR,0.6645,-11.1,41.7,29.9,0.8,37.7,6.6,0.18,0.664,0.611,0.731
SHPU,16.7139,-6.6,15.8,27.6,1.2,22.6,48.3,0.14,16.714,15.908,18.385
VNRX,0.795,-5.4,39.3,7.9,0.3,26.8,-0.6,0.38,0.795,0.706,0.875
AZI,1.01,-9.0,34.9,2.7,0.1,24.5,-12.9,0.07,1.01,0.97,1.111
