ticker,c,oc_%,vol_ratio,dol_M,dol_avg10_M,dol_x,run2d_%,close_pos,매수참고,손절,익절목표
LGPS,1.14,-10.2,1626.8,38.1,7.2,5.3,-25.0,0.26,1.14,1.038,1.254
WBUY,0.9,-10.0,1509.0,36.0,0.0,1364.4,3.6,0.04,0.9,0.862,0.99
XAIR,3.97,-12.2,283.4,34.7,1.0,33.6,-30.4,0.18,3.97,3.734,4.367
