ticker,ratio,latest_close,latest_volume,baseline_volume,dollar_volume_M,intraday_chg_%,latest_date
FLG,1.6,14.65,8272922,5091414,121.2,-0.9,2026-06-18
BHVN,1.6,13.57,6458979,4161311,87.65,-0.9,2026-06-18
SLDP,1.6,2.87,7011354,4428425,20.12,2.1,2026-06-18
WOOF,1.6,2.62,2595587,1604248,6.8,-0.8,2026-06-18
OXLC,1.6,8.32,1748304,1116898,14.55,-0.6,2026-06-18
RILY,1.6,9.0,1033573,646592,9.3,0.3,2026-06-18
TK,1.6,11.91,711849,431973,8.48,2.1,2026-06-18
MBI,1.6,6.08,387963,249464,2.36,-0.2,2026-06-18
LYFT,1.6,14.28,20384560,12393404,291.09,0.6,2026-06-18
CCCC,1.6,4.15,3426950,2161132,14.22,5.1,2026-06-18
BHR,1.6,2.08,1694843,1078135,3.53,1.5,2026-06-18
DJTU,1.6,1.185,1538032,942518,1.82,9.7,2026-06-18
NZF,1.6,12.7,819416,527999,10.41,0.3,2026-06-18
NIQ,1.6,8.28,1822785,1155068,15.09,1.5,2026-06-18
MNR,1.6,12.45,675428,412948,8.41,1.2,2026-06-18
RKT,1.6,14.42,52813670,33524111,761.57,7.0,2026-06-18
GROY,1.6,2.87,3226403,2078809,9.26,-1.7,2026-06-18
MLN,1.6,17.66,373203,228426,6.59,0.2,2026-06-18
QUBT,1.6,10.76,21444480,13358035,230.74,5.2,2026-06-18
QUBX,1.6,13.7,497541,311784,6.82,8.5,2026-06-18
GETY,1.6,0.605,4021268,2464732,2.43,-1.1,2026-06-18
MSTU,1.6,2.86,67053260,41404385,191.77,-9.2,2026-06-18
OMER,1.6,10.28,2634659,1688601,27.08,1.9,2026-06-18
ASC,1.6,17.07,906328,579094,15.47,4.1,2026-06-18
MRTN,1.6,16.85,1152907,712789,19.43,-0.3,2026-06-18
FDUS,1.6,18.35,515933,316689,9.47,1.6,2026-06-18
PUSA,1.6,4.21,1075909,683955,4.53,-4.1,2026-06-18
FENC,1.6,9.06,372699,231070,3.38,-1.5,2026-06-18
PYXS,1.6,2.03,668652,418375,1.36,6.8,2026-06-18
PRGO,1.6,10.25,5131294,3202698,52.6,2.0,2026-06-18
AESI,1.6,16.2,3109584,1918785,50.38,-0.7,2026-06-18
IBRX,1.6,7.36,14372395,9118598,105.78,2.9,2026-06-18
BW,1.6,17.38,3641116,2325827,63.28,-0.2,2026-06-18
STWD,1.6,16.7,4652320,2895161,77.69,-0.5,2026-06-18
HLN,1.6,8.96,18834669,11948299,168.76,1.7,2026-06-18
SBGI,1.6,13.67,811222,492436,11.09,-1.1,2026-06-18
NRIX,1.6,17.55,4250980,2619322,74.6,-0.5,2026-06-18
BRSL,1.6,11.31,1829439,1162554,20.69,2.0,2026-06-18
BBHM,1.6,11.76,319507,195335,3.76,0.9,2026-06-18
VYGR,1.6,3.72,664919,419084,2.47,-0.5,2026-06-18
YMM,1.6,7.8,10578219,6762764,82.51,-1.9,2026-06-18
OFIX,1.6,9.45,504124,310532,4.76,0.7,2026-06-18
CYH,1.6,3.02,1945432,1188908,5.88,0.0,2026-06-18
GBDC,1.6,12.35,1701272,1071329,21.01,-0.4,2026-06-18
APLE,1.6,16.59,4425569,2720905,73.42,1.0,2026-06-18
SPPP,1.6,13.43,956247,614620,12.84,-1.2,2026-06-18
HYPD,1.6,3.45,821716,499442,2.83,-3.1,2026-06-18
HTLD,1.6,14.44,1235613,753784,17.84,0.4,2026-06-18
ACDC,1.6,6.07,2160869,1344732,13.12,-5.5,2026-06-18
PTON,1.6,5.77,13541911,8559468,78.14,2.7,2026-06-18
CRSR,1.6,8.95,3588349,2245038,32.12,2.4,2026-06-18
DSGN,1.6,12.44,1036689,661357,12.9,2.1,2026-06-18
WWW,1.6,17.6,1410177,901352,24.82,3.0,2026-06-18
DSL,1.6,10.8,604640,389413,6.53,0.4,2026-06-18
BTBT,1.6,2.17,43025940,26767746,93.37,3.6,2026-06-18
NKLR,1.6,5.14,461126,287754,2.37,2.4,2026-06-18
FNKO,1.5,5.48,766908,523015,4.2,4.8,2026-06-18
FSM,1.5,9.26,8711938,5678891,80.67,-0.8,2026-06-18
UPBD,1.5,18.32,1391956,899602,25.5,3.2,2026-06-18
ATAI,1.5,4.06,6624978,4418766,26.9,-2.4,2026-06-18
EOLS,1.5,6.63,1101794,738854,7.3,-2.1,2026-06-18
PALI,1.5,1.87,4040404,2637996,7.56,4.5,2026-06-18
PSNL,1.5,10.54,3823116,2628441,40.3,5.4,2026-06-18
MCHB,1.5,14.66,738043,486658,10.82,-0.7,2026-06-18
ARR,1.5,16.76,5381681,3703395,90.2,-0.1,2026-06-18
VIDA,1.5,4.23,338886,227674,1.43,-2.1,2026-06-18
SNAP,1.5,4.66,60953766,40480050,284.04,-1.1,2026-06-18
UWMC,1.5,2.22,43983746,29848129,97.64,0.5,2026-06-18
DDD,1.5,3.57,7128409,4714582,25.45,1.1,2026-06-18
COUR,1.5,5.35,9822103,6348952,52.55,1.5,2026-06-18
FSOL,1.5,8.17,352756,229861,2.88,-3.3,2026-06-18
TDOC,1.5,8.07,5836894,3792057,47.1,5.5,2026-06-18
UTZ,1.5,7.05,2249264,1477309,15.86,0.2,2026-06-18
LPL,1.5,4.64,2967592,2013053,13.77,0.0,2026-06-18
PANL,1.5,7.38,716966,484939,5.29,-1.6,2026-06-18
LPTH,1.5,15.15,4498133,2908008,68.15,2.9,2026-06-18
KMTS,1.5,19.93,398794,270983,7.95,1.8,2026-06-18
CLVT,1.5,2.04,7696028,5103947,15.7,-1.4,2026-06-18
EDIT,1.5,2.69,3286390,2247178,8.84,2.3,2026-06-18
IRD,1.5,4.07,1056616,728365,4.3,-2.4,2026-06-18
LEG,1.5,10.99,3912626,2610916,43.0,0.5,2026-06-18
LAB,1.5,0.83,3287708,2182528,2.73,-0.5,2026-06-18
JBLU,1.5,5.68,40473856,27464824,229.89,7.4,2026-06-18
PEB,1.5,19.06,5372695,3503468,102.4,1.4,2026-06-18
KOS,1.5,2.45,19438062,12681811,47.62,-1.2,2026-06-18
BETA,1.5,16.1,1836543,1225672,29.57,1.0,2026-06-18
LAC,1.5,4.37,12945114,8714953,56.57,-1.8,2026-06-18
PLUG,1.5,2.85,66373900,45112529,189.17,4.4,2026-06-18
AVAL,1.5,5.75,460821,310959,2.65,2.0,2026-06-18
RMNI,1.5,4.16,475471,307200,1.98,-0.7,2026-06-18
GSBD,1.5,9.31,1186589,773184,11.05,0.0,2026-06-18
VMD,1.5,10.64,324721,211951,3.46,0.0,2026-06-18
GTBP,1.5,0.514,1977633,1285697,1.02,7.1,2026-06-18
KLC,1.5,4.16,977794,671076,4.07,6.7,2026-06-18
ABR,1.5,5.2,5126873,3363841,26.66,1.8,2026-06-18
CURI,1.5,2.53,601904,412695,1.52,0.4,2026-06-18
RUN,1.5,13.52,11764044,7779181,159.05,3.9,2026-06-18
DJT,1.5,8.49,6030428,3951608,51.2,5.2,2026-06-18
STIM,1.5,1.23,1653902,1072352,2.03,0.0,2026-06-18
XPEV,1.5,13.21,10074328,6770899,133.08,0.2,2026-06-18
GLBS,1.5,2.75,387785,257473,1.07,6.2,2026-06-18
SPT,1.5,6.55,2029981,1367126,13.3,-4.4,2026-06-18
SSSS,1.5,13.21,317885,218068,4.2,-0.2,2026-06-18
SDGR,1.5,15.76,1556414,1008660,24.53,-0.1,2026-06-18
SBET,1.5,5.29,10686407,6943625,56.53,-1.9,2026-06-18
SUZ,1.5,8.39,4290575,2925546,36.0,2.1,2026-06-18
BBD,1.5,3.36,41976646,27453816,141.04,-1.2,2026-06-18
YMAG,1.5,11.76,1802685,1232221,21.2,0.3,2026-06-18
ANY,1.5,3.43,815025,528763,2.8,-18.5,2026-06-18
HTZ,1.5,5.05,8064664,5359790,40.73,3.7,2026-06-18
ASST,1.5,14.85,6945321,4525784,103.14,-4.5,2026-06-18
CERS,1.5,2.7,3293100,2207764,8.89,1.9,2026-06-18
RCAX,1.5,7.3,1369823,934507,10.0,1.7,2026-06-18
MUD,1.5,10.53,19517813,13457845,205.52,-2.5,2026-06-18
MSIF,1.5,11.8,405393,273943,4.78,-0.2,2026-06-18
CEPT,1.5,11.11,840898,561678,9.34,-5.8,2026-06-18
OCSL,1.5,11.59,802281,527802,9.3,-1.5,2026-06-18
NFBK,1.5,14.41,456636,295240,6.58,-0.6,2026-06-18
SSG,1.5,11.24,1544620,1028871,17.36,-3.5,2026-06-18
VUZI,1.5,3.31,3148227,2084177,10.42,-2.4,2026-06-18
IAUX,1.5,1.55,14157130,9595905,21.94,1.3,2026-06-18
STUB,1.5,11.68,10993292,7303787,128.4,0.7,2026-06-18
ARCT,1.5,7.53,466268,301243,3.51,-0.4,2026-06-18
HR,1.5,19.79,7350743,4822835,145.47,-2.6,2026-06-18
VRRM,1.5,4.44,11428654,7475548,50.74,-6.7,2026-06-18
HPK,1.5,7.18,1037164,705310,7.45,-5.2,2026-06-18
BOBS,1.5,13.45,1035431,677988,13.93,0.1,2026-06-18
IFRX,1.5,1.81,1494163,965102,2.7,-2.2,2026-06-18
NWL,1.5,4.92,15952876,10849219,78.49,-2.0,2026-06-18
MUX,1.5,19.38,1738820,1145612,33.7,-1.6,2026-06-18
BAX,1.5,19.89,11167905,7326072,222.13,1.0,2026-06-18
ETY,1.5,14.55,353209,235745,5.14,0.3,2026-06-18
CAL,1.5,13.14,984020,657664,12.93,2.7,2026-06-18
BMNR,1.5,16.14,51599250,34448630,832.81,1.1,2026-06-18
CAG,1.5,13.2,22362834,15252939,295.19,0.7,2026-06-18
ASAN,1.5,6.92,6754331,4500698,46.74,-1.0,2026-06-18
GRAB,1.5,3.57,85667364,57261685,305.83,3.8,2026-06-18
ALM,1.5,18.81,7947255,5281065,149.49,0.8,2026-06-18
HIMX,1.5,18.11,4295871,2775510,77.8,1.7,2026-06-18
RBLU,1.5,8.23,362952,248736,2.99,12.9,2026-06-18
CARS,1.5,9.95,1114766,722961,11.09,1.8,2026-06-18
IGR,1.5,4.49,573109,390747,2.57,0.2,2026-06-18
ARVN,1.5,7.67,957543,659436,7.34,-2.3,2026-06-18
QDEL,1.5,13.67,2150325,1412107,29.39,2.6,2026-06-18
EVGO,1.5,1.94,4567619,3120786,8.86,0.8,2026-06-18
EVLV,1.5,5.65,3852534,2647004,21.77,-2.8,2026-06-18
IMSR,1.5,8.51,3293759,2153744,28.03,6.4,2026-06-18
UAMY,1.5,7.85,11919423,8186928,93.57,1.2,2026-06-18
CMCO,1.4,14.69,1131928,835707,16.63,2.6,2026-06-18
JOBY,1.4,10.0,44916479,32755574,449.16,5.3,2026-06-18
RXRX,1.4,3.23,24853721,17505948,80.28,1.6,2026-06-18
GSM,1.4,3.91,2326678,1635993,9.1,1.2,2026-06-18
KDK,1.4,6.03,3207912,2220168,19.34,1.7,2026-06-18
CYPH,1.4,0.739,4144937,2920872,3.06,-1.6,2026-06-18
VLY,1.4,14.09,11482791,7956686,161.79,2.3,2026-06-18
PHAT,1.4,10.88,1101965,773142,11.99,-3.2,2026-06-18
CWH,1.4,7.76,2940747,2131487,22.82,5.4,2026-06-18
CMTL,1.4,2.4,2058359,1426276,4.94,-7.7,2026-06-18
PRME,1.4,3.23,3501632,2526813,11.31,-0.3,2026-06-18
MBOT,1.4,1.86,1061515,775417,1.97,-1.1,2026-06-18
CCUP,1.4,2.58,4733190,3307123,12.21,-2.3,2026-06-18
LWLG,1.4,9.78,5064324,3741816,49.53,0.8,2026-06-18
BGS,1.4,3.89,2343509,1626485,9.12,0.3,2026-06-18
ARIS,1.4,16.62,2638788,1935511,43.86,-3.0,2026-06-18
BIT,1.4,12.34,369159,261760,4.56,0.2,2026-06-18
ORBS,1.4,1.03,28190327,20460819,29.04,-1.9,2026-06-18
FSIG,1.4,18.91,414399,292204,7.84,-0.1,2026-06-18
FSK,1.4,10.27,3825161,2784382,39.28,0.0,2026-06-18
SLQT,1.4,0.988,1495244,1099943,1.48,-1.2,2026-06-18
USGG,1.4,15.4,335429,239629,5.17,1.7,2026-06-18
UNCY,1.4,6.85,1478183,1034307,10.13,-4.9,2026-06-18
USAS,1.4,5.36,5923485,4322782,31.75,-6.6,2026-06-18
LTBR,1.4,9.83,1369532,949288,13.46,1.4,2026-06-18
TU,1.4,11.54,10139895,7149469,117.01,-0.8,2026-06-18
VYX,1.4,7.49,4057218,2945851,30.39,0.5,2026-06-18
ET,1.4,18.75,12458997,8652649,233.61,0.7,2026-06-18
PTEN,1.4,10.04,13122293,9554077,131.75,-1.3,2026-06-18
WPP,1.4,17.97,517811,359794,9.31,-1.5,2026-06-18
BLDP,1.4,4.37,8623566,6386642,37.68,2.3,2026-06-18
TME,1.4,8.73,18945303,13066926,165.39,1.7,2026-06-18
CLYM,1.4,11.45,1246874,885793,14.28,-1.8,2026-06-18
BEKE,1.4,14.91,5089519,3673687,75.88,-1.7,2026-06-18
LAND,1.4,8.66,962388,686322,8.33,0.1,2026-06-18
CMBT,1.4,14.42,1494800,1075277,21.56,1.2,2026-06-18
KVYO,1.4,13.25,7841158,5417158,103.9,-1.1,2026-06-18
LDI,1.4,1.17,3089680,2137317,3.61,-0.8,2026-06-18
ALVO,1.4,3.92,1080458,761774,4.24,0.0,2026-06-18
ITRG,1.4,2.62,5217731,3808758,13.67,-4.0,2026-06-18
JBI,1.4,5.37,2966141,2124255,15.93,3.5,2026-06-18
JANX,1.4,14.22,1251142,896296,17.79,-0.6,2026-06-18
OKLL,1.4,6.85,15033537,10837201,102.98,3.4,2026-06-18
NCNO,1.4,14.8,3730586,2641567,55.21,-4.1,2026-06-18
MNTN,1.4,8.35,1426828,994868,11.91,-0.9,2026-06-18
QYLD,1.4,18.52,10628710,7693414,196.84,0.8,2026-06-18
QNST,1.4,13.06,891093,638483,11.64,1.9,2026-06-18
AYA,1.4,19.88,721930,526222,14.35,-0.8,2026-06-18
QCLS,1.4,4.02,302209,222764,1.21,1.3,2026-06-18
TDAY,1.4,7.88,1936918,1343847,15.26,0.4,2026-06-18
CRON,1.4,2.71,1218244,885109,3.3,0.4,2026-06-18
IMMR,1.4,6.68,690864,504525,4.61,1.5,2026-06-18
INGN,1.4,6.41,352965,248824,2.26,-0.2,2026-06-18
INR,1.4,12.79,739203,539100,9.45,-0.7,2026-06-18
UMH,1.4,15.06,729397,535643,10.98,0.1,2026-06-18
EVH,1.4,4.49,2840282,2010851,12.75,-5.5,2026-06-18
MSFL,1.4,15.33,1994999,1465452,30.58,0.3,2026-06-18
MHD,1.4,11.73,349903,242503,4.1,0.1,2026-06-18
UAA,1.4,6.06,9519113,6587633,57.69,7.4,2026-06-18
NEXT,1.4,7.35,4011671,2961422,29.49,-5.8,2026-06-18
SSTK,1.4,13.22,559502,385935,7.4,2.6,2026-06-18
ERIC,1.4,11.38,12108677,8690362,137.8,-1.4,2026-06-18
AGNC,1.4,10.38,19081019,13439715,198.06,0.0,2026-06-18
HRTX,1.4,0.417,5463114,4040341,2.28,5.0,2026-06-18
HNST,1.4,3.77,1777898,1260189,6.7,3.9,2026-06-18
IBIO,1.4,1.69,912081,630607,1.54,5.0,2026-06-18
HTGC,1.4,15.49,1554610,1128662,24.08,0.3,2026-06-18
NMRK,1.4,14.87,1698635,1212179,25.26,-0.6,2026-06-18
STNE,1.4,10.59,4983125,3615769,52.77,-1.9,2026-06-18
DSP,1.4,11.24,447223,331089,5.03,2.3,2026-06-18
S,1.4,15.02,8420730,6097486,126.48,1.8,2026-06-18
AVR,1.4,9.78,1453976,1003042,14.22,1.3,2026-06-18
DXC,1.4,8.6,7182954,5085604,61.77,0.2,2026-06-18
CTOS,1.4,11.27,1270783,895710,14.32,5.0,2026-06-18
RR,1.3,2.14,8630028,6862731,18.47,-0.9,2026-06-18
CSIQ,1.3,16.27,2798872,2217750,45.54,-0.1,2026-06-18
GOTU,1.3,1.65,1204931,898169,1.99,0.6,2026-06-18
BSIN,1.3,1.02,3079166,2425975,3.14,-4.7,2026-06-18
ARCC,1.3,18.03,6902840,5165994,124.46,-0.3,2026-06-18
WTI,1.3,3.21,7054832,5601953,22.65,0.3,2026-06-18
ZONE,1.3,0.984,5536978,4346502,5.45,9.6,2026-06-18
HUMA,1.3,0.924,11323184,8531073,10.47,-7.6,2026-06-18
CRCG,1.3,15.05,2275936,1801350,34.25,-0.7,2026-06-18
CRBU,1.3,1.64,2539772,1912391,4.17,-1.2,2026-06-18
IHS,1.3,8.14,2028637,1515395,16.51,-0.5,2026-06-18
HCWB,1.3,1.09,939497,726046,1.02,0.0,2026-06-18
BORR,1.3,4.22,8109657,6367845,34.22,-1.2,2026-06-18
AG,1.3,18.0,17398964,13860251,313.18,-2.2,2026-06-18
FIP,1.3,4.81,1132889,840767,5.45,-1.4,2026-06-18
ERY,1.3,13.05,3898107,3083298,50.87,1.7,2026-06-18
BBDC,1.3,8.29,829068,639778,6.87,-0.7,2026-06-18
API,1.3,4.15,466606,368372,1.94,-1.7,2026-06-18
SPWR,1.3,0.78,4047810,2999318,3.16,2.2,2026-06-18
ANVS,1.3,1.75,1091219,847235,1.91,-0.6,2026-06-18
STTK,1.3,4.95,1222010,943408,6.05,1.2,2026-06-18
NOMD,1.3,10.02,1336407,991964,13.39,0.6,2026-06-18
NN,1.3,18.18,2771968,2159199,50.39,-3.4,2026-06-18
HMY,1.3,17.01,6909058,5269613,117.52,-1.6,2026-06-18
BTGO,1.3,5.97,2277605,1787996,13.6,-2.3,2026-06-18
SVCO,1.3,13.35,701496,552479,9.36,4.3,2026-06-18
PRCH,1.3,12.38,2423900,1892732,30.01,1.1,2026-06-18
PSEC,1.3,2.21,7210914,5526941,15.94,-0.5,2026-06-18
WRN,1.3,2.37,2479086,1961755,5.88,-6.7,2026-06-18
TALK,1.3,5.21,3232003,2491999,16.84,0.2,2026-06-18
CDZI,1.3,4.07,968418,743233,3.94,-1.7,2026-06-18
ENIC,1.3,4.57,676167,540814,3.09,-1.1,2026-06-18
AMPX,1.3,16.17,7798331,6159253,126.1,5.7,2026-06-18
TV,1.3,2.99,1032579,815689,3.09,-0.3,2026-06-18
ANGX,1.3,3.2,1334327,989866,4.27,1.3,2026-06-18
TFSL,1.3,16.42,1254132,986747,20.59,-0.1,2026-06-18
VIPS,1.3,13.33,3056078,2429935,40.74,-0.7,2026-06-18
VFS,1.3,3.04,638415,496093,1.94,0.0,2026-06-18
HLLY,1.3,2.48,820924,648598,2.04,-0.8,2026-06-18
MSOX,1.3,3.29,3965752,2962722,13.05,6.1,2026-06-18
ONDS,1.3,9.27,64112213,50395911,594.32,-1.5,2026-06-18
OMAH,1.3,18.58,1052169,822322,19.55,-1.1,2026-06-18
BRR,1.3,1.47,1047719,834032,1.54,-2.6,2026-06-18
TCPC,1.3,3.41,1199027,951630,4.09,0.6,2026-06-18
AIB,1.3,2.24,1870799,1409439,4.19,1.8,2026-06-18
UA,1.3,5.87,3403327,2601835,19.98,5.2,2026-06-18
TYGO,1.3,2.79,1018444,769822,2.84,1.5,2026-06-18
NIO,1.3,5.02,33400067,25803534,167.67,-2.9,2026-06-18
NAUT,1.3,2.28,475584,370571,1.08,5.1,2026-06-18
BB,1.3,8.38,32461050,24713446,272.02,-6.8,2026-06-18
NG,1.3,7.8,4690037,3587708,36.58,-6.5,2026-06-18
FWDI,1.3,4.41,1486426,1105582,6.56,-7.4,2026-06-18
CXDO,1.3,7.06,886633,659995,6.26,1.9,2026-06-18
NXDR,1.3,2.2,2900343,2188772,6.38,2.3,2026-06-18
OCS,1.3,11.22,772599,598392,8.67,-3.3,2026-06-18
AAOG,1.3,8.87,2277307,1792541,20.2,-14.8,2026-06-18
ACRE,1.3,4.62,485336,382295,2.24,-0.6,2026-06-18
XRAY,1.3,10.33,5316378,3949875,54.92,2.1,2026-06-18
ACP,1.3,5.27,472248,354068,2.49,0.2,2026-06-18
GT,1.3,6.19,10905741,8407719,67.51,-0.6,2026-06-18
GRPN,1.3,16.19,1409003,1125149,22.81,-3.9,2026-06-18
DBI,1.3,6.32,1408250,1047129,8.9,1.9,2026-06-18
PK,1.3,14.72,5580913,4367240,82.15,-0.2,2026-06-18
CMRE,1.3,15.19,638596,488049,9.7,-0.5,2026-06-18
PDO,1.3,12.97,905282,671812,11.74,0.1,2026-06-18
EIKN,1.3,9.61,320267,238536,3.08,-1.9,2026-06-18
AEG,1.3,8.42,6382404,4965668,53.74,-1.1,2026-06-18
AIRJ,1.3,4.85,1662644,1313468,8.06,6.4,2026-06-18
LION,1.3,15.49,4388991,3328288,67.99,0.8,2026-06-18
TNDM,1.3,15.3,2537836,2014230,38.83,-2.4,2026-06-18
TMQ,1.3,3.79,2398567,1911080,9.09,-1.6,2026-06-18
SERV,1.3,6.99,7501639,5626288,52.44,1.3,2026-06-18
PSO,1.3,14.88,1017824,802329,15.15,0.0,2026-06-18
SIBN,1.3,15.84,469493,356680,7.44,2.8,2026-06-18
DMRC,1.3,9.58,304590,243449,2.92,-0.4,2026-06-18
KRP,1.3,14.77,1035903,792918,15.3,0.5,2026-06-18
PBR,1.3,16.75,21855869,16833953,366.09,1.3,2026-06-18
CNH,1.3,10.46,13304914,10268379,139.17,0.0,2026-06-18
COLD,1.3,14.07,4204406,3192215,59.16,-1.5,2026-06-18
LCTX,1.3,1.21,1697954,1317775,2.05,-4.0,2026-06-18
CIG,1.3,2.05,11131040,8710288,22.82,0.5,2026-06-18
TLK,1.3,14.88,2069584,1560305,30.8,0.0,2026-06-18
JBS,1.3,11.93,8514680,6369049,101.58,-2.7,2026-06-18
SLN,1.3,6.93,382922,290361,2.65,1.6,2026-06-18
PONY,1.3,8.34,5434567,4165726,45.32,3.1,2026-06-18
PZG,1.3,1.24,832142,623480,1.03,-3.1,2026-06-18
OCFC,1.3,18.03,1211971,954843,21.85,-1.4,2026-06-18
UNG,1.3,11.74,6806818,5386865,79.91,2.9,2026-06-18
AIV,1.3,2.9,2420765,1867063,7.02,0.3,2026-06-18
GPRO,1.3,0.79,7305081,5706490,5.77,-4.9,2026-06-18
REPL,1.3,10.19,2571739,2016702,26.21,2.1,2026-06-18
TIC,1.3,8.42,2557361,1941263,21.53,3.4,2026-06-18
VNCE,1.3,7.1,525342,413874,3.73,-2.1,2026-06-18
JCAP,1.3,17.34,372557,294109,6.46,-1.2,2026-06-18
PHR,1.3,9.38,1396503,1051466,13.1,1.4,2026-06-18
AXIA,1.3,9.98,2760026,2100207,27.55,-0.9,2026-06-18
XERS,1.3,6.95,2398785,1902851,16.67,-1.1,2026-06-18
RYAM,1.3,9.05,1152984,864561,10.43,-1.6,2026-06-18
KSS,1.3,17.25,6559041,5131085,113.14,3.2,2026-06-18
TRIP,1.3,12.965,6022090,4511687,78.08,2.1,2026-06-18
PAR,1.3,15.29,1536544,1160993,23.49,3.0,2026-06-18
WLTH,1.3,8.44,3393669,2585781,28.64,1.9,2026-06-18
OTF,1.3,10.66,3153883,2405544,33.62,-1.1,2026-06-18
NOWL,1.2,4.08,18854733,16030104,76.93,-0.9,2026-06-18
RVT,1.2,17.94,512070,442362,9.19,-0.8,2026-06-18
XXRP,1.2,2.5,3818484,3123128,9.55,-4.6,2026-06-18
ACEL,1.2,12.96,410196,334767,5.32,1.3,2026-06-18
ACB,1.2,2.93,1608638,1377239,4.71,-1.3,2026-06-18
ASTL,1.2,4.52,757906,634302,3.43,-5.8,2026-06-18
GORO,1.2,1.33,1871647,1557909,2.49,0.0,2026-06-18
RRGB,1.2,6.26,413745,335636,2.59,-2.2,2026-06-18
APLZ,1.2,12.65,324457,269738,4.1,2.5,2026-06-18
BYAH,1.2,1.32,11215370,9650731,14.8,-20.5,2026-06-18
CRK,1.2,13.1,3054470,2649725,40.01,1.1,2026-06-18
HYLN,1.2,8.1,6398510,5378121,51.83,1.5,2026-06-18
DVLT,1.2,0.406,26694618,23196549,10.85,-1.7,2026-06-18
SAN,1.2,13.5,11165437,9282196,150.73,-0.8,2026-06-18
NRXP,1.2,3.97,778383,671930,3.09,-2.7,2026-06-18
NU,1.2,12.71,66813171,55561804,849.2,-2.5,2026-06-18
BPRE,1.2,14.26,718746,610461,10.25,-1.4,2026-06-18
HODU,1.2,14.62,341885,278818,5.0,0.3,2026-06-18
HYT,1.2,8.51,880875,707208,7.5,0.1,2026-06-18
AGEN,1.2,3.0,868396,741523,2.61,0.0,2026-06-18
BSCR,1.2,19.665,712988,578693,14.02,0.0,2026-06-18
NWG,1.2,16.77,7678406,6577404,128.77,-0.7,2026-06-18
NVDX,1.2,18.93,9228114,7461243,174.69,2.7,2026-06-18
BTE,1.2,3.98,23621868,19834129,94.02,-1.5,2026-06-18
VTEX,1.2,3.61,1297906,1040366,4.69,1.1,2026-06-18
BBAI,1.2,3.92,34384954,29668155,134.79,0.0,2026-06-18
ATOM,1.2,9.0,1261380,1021191,11.35,3.8,2026-06-18
AUPH,1.2,16.46,1172338,961994,19.3,0.1,2026-06-18
AUR,1.2,6.28,37923870,31477215,238.16,1.6,2026-06-18
AMRX,1.2,16.21,2874908,2350845,46.6,-1.6,2026-06-18
LXU,1.2,11.38,859584,709327,9.78,-1.4,2026-06-18
PROP,1.2,0.653,3913002,3175007,2.55,-1.1,2026-06-18
BYRN,1.2,5.9,353205,300537,2.08,0.5,2026-06-18
MIST,1.2,1.3,1338096,1092280,1.74,-3.7,2026-06-18
METC,1.2,13.99,1473512,1203013,20.61,-4.2,2026-06-18
MUC,1.2,10.84,390442,323092,4.23,0.2,2026-06-18
RIVN,1.2,16.52,31711733,27234863,523.88,0.4,2026-06-18
MX,1.2,5.92,2188837,1862910,12.96,11.7,2026-06-18
AIOT,1.2,3.98,2877258,2378089,11.45,-4.6,2026-06-18
DCH,1.2,6.31,4333349,3717304,27.34,1.3,2026-06-18
EXK,1.2,8.61,10161235,8513014,87.49,-3.3,2026-06-18
ARRY,1.2,8.0,8650112,7322628,69.2,3.2,2026-06-18
EVEX,1.2,2.83,1242899,1006393,3.52,-2.4,2026-06-18
EXG,1.2,9.6,480604,411240,4.61,0.2,2026-06-18
MQ,1.2,3.88,5320015,4366612,20.64,-0.8,2026-06-18
OPRA,1.2,18.52,382172,319532,7.08,-1.6,2026-06-18
FDMT,1.2,9.66,892231,723604,8.62,-0.6,2026-06-18
OPTU,1.2,1.15,15919617,12804740,18.31,-8.0,2026-06-18
TTDU,1.2,2.84,1192060,1007794,3.39,3.3,2026-06-18
VET,1.2,9.83,1903283,1544139,18.71,-1.8,2026-06-18
MAGN,1.2,12.19,372461,312317,4.54,2.6,2026-06-18
OSS,1.2,18.44,1194623,973991,22.03,-0.1,2026-06-18
FRSH,1.2,8.86,22194186,18532027,196.64,-0.6,2026-06-18
FRMM,1.2,5.05,308606,264483,1.56,-0.8,2026-06-18
BZFD,1.2,1.5,986130,850092,1.48,2.0,2026-06-18
TARA,1.2,3.98,803710,672272,3.2,-2.9,2026-06-18
LC,1.2,19.21,2293337,1923385,44.06,0.5,2026-06-18
LOMA,1.2,12.09,405413,349998,4.9,0.6,2026-06-18
WEN,1.2,6.8,7730470,6550048,52.57,-2.6,2026-06-18
SFIX,1.2,4.03,3908191,3335533,15.75,4.7,2026-06-18
PDBC,1.2,16.5,6994583,5851559,115.41,0.2,2026-06-18
PDI,1.2,16.34,4137978,3314476,67.61,-0.4,2026-06-18
OWL,1.2,9.53,26568563,22707521,253.2,-0.7,2026-06-18
LCID,1.2,5.36,15863466,13452887,85.03,2.3,2026-06-18
ALIT,1.2,0.569,38811124,32974744,22.09,3.5,2026-06-18
LIFE,1.2,16.07,440153,361322,7.07,1.1,2026-06-18
SFL,1.2,10.81,1939193,1602516,20.96,-1.6,2026-06-18
EH,1.2,7.03,1796639,1497277,12.63,-3.0,2026-06-18
TOI,1.2,5.26,2144041,1737610,11.28,-0.9,2026-06-18
AIRO,1.2,7.99,553595,469272,4.42,2.0,2026-06-18
