ticker,pass,n_signals,trend,recent_signals,last_candle
AIXI,True,1,횡보,꼬리군@D-1,-
MNDR,True,1,하락,꼬리군@D-1,-
JFIN,True,1,하락,꼬리군@D-2,-
NXTS,False,0,횡보,-,도지
