ticker,pass,n_signals,trend,recent_signals,last_candle
FEMY,True,1,하락,작은몸통양꼬리양봉@D-2,-
ADIU,True,1,불명,양봉스프링@D-4,-
WYFL,False,0,불명,-,-
TRUG,False,0,하락,-,-
