ticker,c,oc_%,vol_ratio,dol_M,dol_avg10_M,dol_x,run2d_%,close_pos,매수참고,손절,익절목표
AMIX,7.19,-5.5,228.6,205.8,9.5,21.6,36.4,0.02,7.19,6.931,7.909
TNMG,0.57,-12.7,1190.5,112.0,0.2,729.5,42.5,0.2,0.57,0.496,0.627
FXHO,9.35,-5.7,13.4,8.1,2.5,3.2,-13.6,0.0,9.35,9.07,10.285
OLOX,1.485,-8.3,16.1,3.0,4.1,0.7,-28.9,0.48,1.485,1.29,1.634
