ticker,c,oc_%,vol_ratio,dol_M,dol_avg10_M,dol_x,run2d_%,close_pos,매수참고,손절,익절목표
KUST,1.31,-12.1,217.3,111.2,7.1,15.7,35.5,0.32,1.31,1.154,1.441
QTTB,15.7,-14.0,16.2,110.8,72.8,1.5,-26.6,0.05,15.7,15.093,17.27
IBX,14.63,-8.6,13.6,73.3,34.9,2.1,-53.1,0.03,14.63,14.133,16.093
GCTK,0.529,-10.1,25.8,33.8,2.7,12.4,14.1,0.2,0.529,0.487,0.582
PHIO,0.8901,-8.6,176.1,23.3,0.2,142.6,-11.0,0.28,0.89,0.815,0.979
XCUR,1.62,-13.4,295.6,15.1,2.2,6.8,-1.8,0.16,1.62,1.504,1.782
KAPA,0.318,-7.1,647.2,11.2,0.0,399.5,-5.9,0.22,0.318,0.291,0.35
