ticker,c,oc_%,vol_ratio,dol_M,dol_avg10_M,dol_x,run2d_%,close_pos,매수참고,손절,익절목표
STI,6.86,-14.1,83.1,41.8,0.7,61.5,0.7,0.27,6.86,6.256,7.546
GDC,1.6,-12.6,92.3,28.1,1.8,15.4,24.0,0.19,1.6,1.431,1.76
VEEE,14.99,-13.6,68.4,12.1,51.6,0.2,74.7,0.42,14.99,12.872,16.489
DAVA,2.11,-11.7,26.4,9.7,0.7,13.5,-24.1,0.11,2.11,2.008,2.321
VRME,1.04,-7.1,120.0,8.7,15.5,0.6,30.8,0.5,1.04,0.885,1.144
XNDX,2.335,-5.1,23.1,5.1,0.6,8.4,-44.0,0.51,2.335,1.833,2.568
BTTC,0.5658,-8.9,60.6,4.5,35.4,0.1,55.0,0.43,0.566,0.5,0.622
