ticker,c,oc_%,vol_ratio,dol_M,dol_avg10_M,dol_x,run2d_%,close_pos,매수참고,손절,익절목표
NNBR,3.62,-5.1,188.4,351.2,1.5,241.5,35.1,0.22,3.62,3.308,3.982
EVMN,15.05,-14.2,15.9,159.3,15.3,10.4,-37.6,0.02,15.05,14.531,16.555
BTCT,0.6828,-7.7,249.6,15.0,0.2,60.4,-40.1,0.54,0.683,0.592,0.751
AVXX,5.06,-5.2,12.3,11.4,1.5,7.6,4.8,0.09,5.06,4.86,5.566
IVF,1.99,-10.8,38.0,6.7,29.3,0.2,60.5,0.18,1.99,1.843,2.189
PHGE,0.359,-5.5,39.7,5.2,0.9,5.7,-9.1,0.69,0.359,0.291,0.395
