ticker,c,oc_%,vol_ratio,dol_M,dol_avg10_M,dol_x,run2d_%,close_pos,매수참고,손절,익절목표
CAPR,6.65,-13.2,19.9,441.1,21.7,20.3,58.7,0.29,6.65,5.859,7.315
OTLK,0.7564,-10.4,17.2,79.1,14.2,5.6,-31.2,0.34,0.756,0.691,0.832
CGTL,4.41,-12.3,969.3,77.5,0.5,149.8,20.8,0.23,4.41,3.977,4.851
IDN,2.805,-6.2,11.7,7.3,1.1,6.5,-24.0,0.35,2.805,2.619,3.086
IVDA,0.426,-9.4,22.0,3.6,13.0,0.3,15.8,0.22,0.426,0.388,0.469
