sym,verdict,surge_x,last,bar_chg_%,signals,base,drop_peak_%,pos_in_base_%,name
122640.KQ,⛔ EXCLUDE,52.9,41100.0,15.3,위꼬리양봉,과상승,6.0,88.0,예스티
