ticker,pass,n_signals,trend,recent_signals,last_candle
BKYI,True,2,하락,"위꼬리양봉@D-4, 작은몸통양꼬리양봉@D-3",도지
GMM,True,1,하락,작은몸통양꼬리양봉@D-4,-
EHGO,False,0,하락,-,-
