ticker,c,oc_%,vol_ratio,dol_M,dol_avg10_M,dol_x,run2d_%,close_pos,매수참고,손절,익절목표
FEMY,2.71,-9.7,152.8,99.5,0.8,129.3,25.5,0.31,2.71,2.202,2.981
WYFL,6.13,-11.2,11.4,9.9,1.2,8.6,-54.8,0.66,6.13,4.472,6.743
ADIU,10.66,-9.7,41.4,2.6,0.3,8.1,-9.6,0.0,10.66,10.34,11.726
TRUG,0.96,-7.7,34.1,2.2,14.7,0.2,-37.7,0.47,0.96,0.805,1.056
