ticker,c,oc_%,vol_ratio,dol_M,dol_avg10_M,dol_x,run2d_%,close_pos,매수참고,손절,익절목표
LASE,0.7096,-11.4,15.7,11.8,5.4,2.2,-25.4,0.31,0.71,0.647,0.781
CULP,3.83,-6.4,70.8,5.8,0.5,12.7,12.0,0.43,3.83,3.516,4.213
XRTX,2.11,-13.9,153.0,3.2,0.0,110.4,-7.5,0.0,2.11,2.047,2.321
