ticker,pass,n_signals,trend,recent_signals,last_candle
BTTC,True,2,하락,"작은몸통양꼬리양봉@D-3, 양봉팽이군@D-3",-
GSUN,True,2,하락,"작은몸통양꼬리양봉@D-0, 양봉팽이군@D-0",작은몸통양꼬리양봉
AMAU,True,1,불명,작은몸통양꼬리양봉@D-2,-
DFSC,False,0,횡보,-,-
AKAN,False,0,횡보,-,-
HUMA,False,0,하락,-,-
