ticker,pass,n_signals,trend,recent_signals,last_candle
GLXG,True,3,하락,"작은몸통양꼬리양봉@D-3, 작은몸통양꼬리양봉@D-2, 양봉팽이군@D-2",-
NXTC,True,2,하락,"작은몸통양꼬리양봉@D-4, 양봉스프링@D-2",도지
VIVS,True,1,하락,작은몸통양꼬리양봉@D-0,작은몸통양꼬리양봉
MEME,False,0,횡보,-,-
RPT,False,0,하락,-,도지
ERNA,False,0,하락,-,음봉스프링
