ticker,pass,n_signals,trend,recent_signals,last_candle
CTNT,True,3,하락,"위꼬리양봉@D-3, 작은몸통양꼬리양봉@D-0, 꼬리군@D-0",작은몸통양꼬리양봉
DPU,True,1,횡보,양봉스프링@D-4,도지
BNC,True,1,상승,양봉스프링@D-0,양봉스프링
EVMN,False,0,하락,-,도지
ODD,False,0,횡보,-,-
MIMI,False,0,하락,-,-
SKHN,False,0,불명,-,-
