ticker,c,oc_%,vol_ratio,dol_M,dol_avg10_M,dol_x,run2d_%,close_pos,매수참고,손절,익절목표
GOF,9.42,-6.3,10.8,147.6,15.6,9.5,-7.2,0.2,9.42,8.972,10.362
JZ,3.32,-8.3,994.1,135.3,0.2,595.6,91.9,0.38,3.32,1.962,3.652
GYGY,1.64,-13.7,348.5,63.4,0.5,131.5,-6.8,0.04,1.64,1.504,1.804
FUTG,4.4,-7.4,10.4,23.8,2.5,9.7,7.8,0.55,4.4,3.861,4.84
ISPC,2.27,-7.0,152.0,16.9,0.2,76.4,-3.0,0.18,2.27,2.134,2.497
RDAC,6.65,-6.5,1085.9,7.2,14.5,0.5,13.7,0.55,6.65,5.674,7.315
TCGX,14.0968,-7.5,35.9,5.6,1.0,5.8,0.7,0.29,14.097,12.823,15.506
CATO,3.04,-9.3,27.6,5.2,0.2,22.2,-13.9,0.36,3.04,2.697,3.344
