code,name,market,ratio,last_close,day_chg_%,latest_vol,baseline_vol,trade_value_억
041190,우리기술투자,KOSDAQ,3.8,6220.0,8.9,14703699,3865180,914.6
003690,코리안리,KOSPI,3.7,14500.0,-6.3,588470,158947,85.3
0007C0,아크릴,KOSDAQ,3.7,16400.0,12.5,192579,52254,31.6
291810,핀텔,KOSDAQ,3.5,1602.0,16.2,690063,198125,11.1
228340,동양파일,KOSDAQ,3.5,4110.0,4.1,6237918,1765563,256.4
008970,KBI동양철관,KOSPI,3.5,1138.0,-0.2,1022598,288235,11.6
405100,큐알티,KOSDAQ,3.5,13960.0,9.7,168071,47371,23.5
100090,SK오션플랜트,KOSPI,3.5,13860.0,7.4,2466484,705428,341.9
290560,파라택시스이더리움,KOSDAQ,3.4,1303.0,3.7,599897,177333,7.8
437730,삼현,KOSDAQ,3.3,32550.0,10.3,289982,87453,94.4
033240,자화전자,KOSPI,3.1,30600.0,9.5,210154,67797,64.3
089590,제주항공,KOSPI,3.0,4715.0,5.7,370867,125600,17.5
010660,화천기계,KOSPI,3.0,3040.0,5.2,205027,67781,6.2
199430,케이엔알시스템,KOSDAQ,3.0,19850.0,16.1,660370,217814,131.1
041960,코미팜,KOSDAQ,2.9,9710.0,3.5,416562,145803,40.4
060250,NHN KCP,KOSDAQ,2.9,15770.0,8.4,1154336,392284,182.0
163730,핑거,KOSDAQ,2.9,9570.0,4.9,305719,104841,29.3
175330,JB금융지주,KOSPI,2.8,31000.0,-1.9,842330,303218,261.1
126640,화신정공,KOSDAQ,2.8,4870.0,6.6,3358330,1195461,163.6
025980,아난티,KOSDAQ,2.7,5710.0,5.7,6753072,2537757,385.6
122350,삼기,KOSDAQ,2.7,1730.0,4.9,2002418,747541,34.6
419050,삼기에너지솔루션즈,KOSDAQ,2.7,1689.0,5.5,1852279,696324,31.3
387690,레메디,KOSDAQ,2.6,15750.0,3.0,4095684,1547052,645.1
004100,태양금속,KOSPI,2.6,2690.0,6.5,504562,196128,13.6
026940,부국철강,KOSPI,2.6,2215.0,-3.3,652500,248326,14.5
320000,한울반도체,KOSDAQ,2.6,10000.0,-0.8,226477,86895,22.6
044490,태웅,KOSDAQ,2.5,32400.0,-6.1,406735,162119,131.8
261780,아리바이오랩,KOSDAQ,2.4,2635.0,1.5,257572,108349,6.8
439960,코스모로보틱스,KOSDAQ,2.4,12650.0,3.3,1442642,608500,182.5
466100,클로봇,KOSDAQ,2.3,24650.0,8.8,506228,221887,124.8
022100,포스코DX,KOSPI,2.3,21650.0,1.2,507610,217421,109.9
457600,벡트,KOSDAQ,2.3,5040.0,-4.4,393608,171899,19.8
066430,아이로보틱스,KOSDAQ,2.3,2065.0,2.2,741285,325250,15.3
060280,큐렉소,KOSDAQ,2.2,8130.0,-0.2,224852,103515,18.3
336260,두산퓨얼셀,KOSPI,2.2,43850.0,12.4,1429065,656474,626.6
377300,카카오페이,KOSPI,2.2,47300.0,5.6,492025,227816,232.7
010950,S-Oil,KOSPI,2.2,157300.0,6.4,918696,420904,1445.1
004430,송원산업,KOSPI,2.2,11910.0,-0.3,319012,146159,38.0
090710,휴림로봇,KOSDAQ,2.2,6270.0,3.5,1499066,681158,94.0
064260,다날,KOSDAQ,2.2,5200.0,6.0,3681171,1710264,191.4
039980,폴라리스AI,KOSDAQ,2.1,5400.0,1.5,285441,132842,15.4
048550,SM C&C,KOSDAQ,2.1,1091.0,-3.0,1013792,492313,11.1
0004V0,엔비알모션,KOSDAQ,2.1,5510.0,10.2,280812,132605,15.5
014910,성문전자,KOSPI,2.1,2135.0,-5.5,651000,312376,13.9
094940,푸른로보틱스,KOSDAQ,2.1,6770.0,4.8,197087,91707,13.3
052710,아모텍,KOSDAQ,2.1,11290.0,8.2,514513,246064,58.1
003000,부광약품,KOSPI,2.1,4080.0,1.0,347714,167055,14.2
047920,HLB제약,KOSDAQ,2.1,7870.0,3.0,216559,105274,17.0
045390,대아티아이,KOSDAQ,2.0,3795.0,2.8,1449094,717970,55.0
264850,이랜시스,KOSDAQ,2.0,5630.0,6.0,490558,240998,27.6
412350,레이저쎌,KOSDAQ,2.0,5150.0,-2.8,294651,143942,15.2
223310,사토시홀딩스,KOSDAQ,2.0,3230.0,6.6,183045,91010,5.9
201490,미투온,KOSDAQ,2.0,2615.0,0.0,1377522,689980,36.0
033790,피노,KOSDAQ,2.0,10200.0,15.5,5896529,2877447,601.4
142210,유니트론텍,KOSDAQ,1.9,6040.0,2.9,242589,128102,14.7
031980,피에스케이홀딩스,KOSDAQ,1.9,144000.0,11.2,265318,137595,382.1
290550,디케이티,KOSDAQ,1.9,16800.0,16.7,658940,349020,110.7
078150,HB테크놀러지,KOSDAQ,1.9,1876.0,3.1,650338,335055,12.2
012860,모베이스전자,KOSDAQ,1.8,2215.0,6.2,418444,238389,9.3
452260,한화갤러리아,KOSPI,1.8,2300.0,6.7,1955624,1087045,45.0
396300,HT로보틱스,KOSDAQ,1.8,5670.0,0.4,1673213,948271,94.9
123330,제닉,KOSDAQ,1.8,31900.0,-4.5,501607,274739,160.0
019210,와이지-원,KOSDAQ,1.8,14260.0,5.7,573804,317539,81.8
003010,혜인,KOSPI,1.8,10650.0,9.0,811232,442754,86.4
095700,제넥신,KOSDAQ,1.8,3020.0,-7.4,621040,351736,18.8
179900,유티아이,KOSDAQ,1.8,2365.0,12.6,603634,327551,14.3
020560,아시아나항공,KOSPI,1.8,8080.0,3.9,372552,208539,30.1
104480,티케이케미칼,KOSDAQ,1.8,1779.0,1.3,282510,153099,5.0
217820,원익피앤이,KOSDAQ,1.8,2000.0,4.7,256730,139689,5.1
004310,현대약품,KOSPI,1.8,7950.0,3.5,11092881,6218747,881.9
039860,나노엔텍,KOSDAQ,1.8,4165.0,-1.7,208849,116357,8.7
462860,더즌,KOSDAQ,1.7,3375.0,0.3,4367579,2638769,147.4
036710,심텍홀딩스,KOSDAQ,1.7,3900.0,1.6,269598,163388,10.5
010140,삼성중공업,KOSPI,1.7,21400.0,-1.2,3410276,2029082,729.8
056090,시지메드텍,KOSDAQ,1.7,1165.0,2.3,867980,505340,10.1
389030,지니너스,KOSDAQ,1.7,1688.0,-1.3,556254,319121,9.4
088350,한화생명,KOSPI,1.7,5740.0,-6.1,7964699,4800557,457.2
348340,뉴로메카,KOSDAQ,1.7,17240.0,7.8,532213,309364,91.8
139130,iM금융지주,KOSPI,1.6,18120.0,-4.9,589573,368349,106.8
024850,HLB이노베이션,KOSDAQ,1.6,16660.0,4.9,313598,198573,52.2
054920,한컴위드,KOSDAQ,1.6,3745.0,2.5,196022,125207,7.3
353200,대덕전자,KOSPI,1.6,99500.0,-2.1,1108684,708065,1103.1
089970,브이엠,KOSDAQ,1.5,52800.0,1.7,586788,389438,309.8
454910,두산로보틱스,KOSPI,1.5,68400.0,3.3,364649,239892,249.4
024060,흥구석유,KOSDAQ,1.5,10820.0,1.9,1176624,793654,127.3
003470,유안타증권,KOSPI,1.5,4745.0,1.0,286564,191979,13.6
267270,HD건설기계,KOSPI,1.5,140000.0,3.5,285022,184954,399.0
003490,대한항공,KOSPI,1.5,30200.0,3.6,4794406,3162035,1447.9
316140,우리금융지주,KOSPI,1.5,33200.0,-4.2,3083152,2086698,1023.6
187660,페니트리움바이오,KOSDAQ,1.5,5850.0,14.7,3933464,2569653,230.1
323280,태성,KOSDAQ,1.5,44850.0,3.2,220088,144243,98.7
114810,한솔아이원스,KOSDAQ,1.5,13350.0,2.1,218892,147433,29.2
148150,세경하이테크,KOSDAQ,1.5,4165.0,2.3,164125,107544,6.8
249420,일동제약,KOSPI,1.4,15030.0,-0.5,512466,371203,77.0
253590,네오셈,KOSDAQ,1.4,11290.0,1.3,349679,257013,39.5
347700,스피어,KOSDAQ,1.4,19520.0,5.1,849341,609296,165.8
377450,리파인,KOSDAQ,1.4,16960.0,1.2,311353,225471,52.8
005320,온타이드,KOSPI,1.4,1205.0,4.1,485290,358189,5.8
086390,유니테스트,KOSDAQ,1.4,11330.0,-1.9,201073,140464,22.8
011090,에넥스,KOSPI,1.4,1278.0,3.1,1493673,1050171,19.1
356860,티엘비,KOSDAQ,1.4,37150.0,-1.3,835936,613039,310.6
092790,넥스틸,KOSPI,1.4,12990.0,0.0,305712,221569,39.7
330350,위더스제약,KOSDAQ,1.4,7350.0,4.6,1348463,932157,99.1
212560,네오오토,KOSDAQ,1.4,9140.0,0.2,148425,109222,13.6
079650,서산,KOSDAQ,1.4,6730.0,-11.1,6760057,4864732,455.0
092870,엑시콘,KOSDAQ,1.3,32650.0,7.8,467508,360355,152.6
100790,미래에셋벤처투자,KOSDAQ,1.3,14980.0,8.0,541459,409787,81.1
064550,바이오니아,KOSDAQ,1.3,10390.0,1.5,849580,650714,88.3
036620,감성코퍼레이션,KOSDAQ,1.3,3740.0,-0.7,422647,325196,15.8
049470,비트플래닛,KOSDAQ,1.3,2505.0,4.6,221956,171405,5.6
014990,인디에프,KOSPI,1.3,4360.0,0.1,735709,551035,32.1
000400,롯데손해보험,KOSPI,1.3,2050.0,-4.4,727398,555184,14.9
001250,GS글로벌,KOSPI,1.3,2660.0,0.9,337343,264552,9.0
000370,한화손해보험,KOSPI,1.3,8420.0,-5.9,1305611,1009885,109.9
0220W0,한화머시너리앤서비스홀딩스,KOSPI,1.3,6710.0,8.4,5132453,3879270,344.4
124500,아이티센글로벌,KOSDAQ,1.3,35650.0,9.0,716760,534553,255.5
351320,넥사다이내믹스,KOSDAQ,1.3,3725.0,16.4,2245140,1685505,83.6
322000,HD현대에너지솔루션,KOSPI,1.2,138900.0,7.3,232488,186388,322.9
252990,샘씨엔에스,KOSDAQ,1.2,13660.0,4.8,509624,415534,69.6
108230,톱텍,KOSDAQ,1.2,3305.0,5.6,2103041,1784266,69.5
024110,기업은행,KOSPI,1.2,20700.0,-2.1,1110014,912251,229.8
475040,스트라드비젼,KOSDAQ,1.2,2810.0,0.7,423192,341200,11.9
098460,고영,KOSDAQ,1.2,27900.0,1.3,679035,545182,189.5
319400,현대무벡스,KOSDAQ,1.2,22050.0,4.0,812168,681408,179.1
452280,한선엔지니어링,KOSDAQ,1.2,10180.0,5.1,251371,214469,25.6
122640,예스티,KOSDAQ,1.1,27150.0,1.1,370373,351329,100.6
210980,SK디앤디,KOSPI,1.1,4035.0,-2.1,602081,534163,24.3
161890,한국콜마,KOSPI,1.1,145800.0,-3.2,345512,315807,503.8
003550,LG,KOSPI,1.1,121100.0,2.4,261059,228408,316.1
189330,씨이랩,KOSDAQ,1.1,11530.0,10.9,333336,295785,38.4
001200,유진투자증권,KOSPI,1.1,4355.0,0.8,377188,352586,16.4
027360,아주IB투자,KOSDAQ,1.1,3185.0,5.3,1492353,1415788,47.5
062040,산일전기,KOSPI,1.1,191700.0,2.8,270994,236338,519.5
089030,테크윙,KOSDAQ,1.1,47100.0,2.1,355669,331444,167.5
004020,현대제철,KOSPI,1.1,31500.0,-0.5,502816,473081,158.4
032640,LG유플러스,KOSPI,1.1,14760.0,-0.3,749008,659886,110.6
027710,팜스토리,KOSDAQ,1.1,1142.0,1.4,476199,418729,5.4
048410,현대바이오,KOSDAQ,1.1,6210.0,2.6,838550,753825,52.1
007820,엠엑스로보틱스,KOSDAQ,1.1,3870.0,4.6,207763,197578,8.0
138930,BNK금융지주,KOSPI,1.1,15390.0,-2.7,966047,880754,148.7
204270,제이앤티씨,KOSDAQ,1.1,19130.0,4.0,561387,513494,107.4
077360,덕산하이메탈,KOSDAQ,1.1,10060.0,3.7,784751,731316,78.9
036540,SFA반도체,KOSDAQ,1.1,5610.0,-0.2,1188383,1118814,66.7
417840,저스템,KOSDAQ,1.1,15110.0,0.9,625902,593647,94.6
043260,성호전자,KOSDAQ,1.0,15670.0,0.4,891398,920405,139.7
361610,SK아이이테크놀로지,KOSPI,1.0,16280.0,3.1,612738,590412,99.8
033160,엠케이전자,KOSDAQ,1.0,13910.0,3.7,681656,673103,94.8
203650,드림시큐리티,KOSDAQ,1.0,2025.0,2.7,603306,597814,12.2
200470,에이팩트,KOSDAQ,1.0,6240.0,-2.2,613019,615404,38.3
003620,KG모빌리티,KOSPI,1.0,2635.0,-0.8,425767,409647,11.2
105560,KB금융,KOSPI,1.0,172000.0,-3.3,1339704,1402814,2304.3
096770,SK이노베이션,KOSPI,1.0,138300.0,5.7,1280732,1262642,1771.3
006800,미래에셋증권,KOSPI,1.0,34450.0,3.8,1066118,1037523,367.3
078930,GS,KOSPI,1.0,123900.0,4.2,506909,494590,628.1
082800,비보존 제약,KOSDAQ,1.0,3100.0,5.1,269297,274834,8.3
005950,이수화학,KOSPI,1.0,11780.0,5.6,421940,422950,49.7
000490,대동,KOSPI,1.0,8400.0,1.8,304609,305677,25.6
265740,엔에프씨,KOSDAQ,1.0,6680.0,-2.6,390583,410664,26.1
092200,디아이씨,KOSPI,1.0,5810.0,3.4,264444,259319,15.4
0015N0,아로마티카,KOSDAQ,1.0,10120.0,7.9,410782,397540,41.6
010690,화신,KOSPI,1.0,7750.0,2.1,237029,231746,18.4
007810,코리아써키트,KOSPI,1.0,51000.0,-0.8,305346,294851,155.7
365660,레몬헬스케어,KOSDAQ,1.0,4465.0,-0.8,715466,688363,31.9
065170,비엘팜텍,KOSDAQ,1.0,2125.0,3.2,539074,527330,11.5
204320,HL만도,KOSPI,1.0,48500.0,1.8,333860,350301,161.9
053350,이니텍,KOSDAQ,1.0,4260.0,-5.3,196960,192298,8.4
028670,팬오션,KOSPI,0.9,5960.0,0.3,3007245,3288729,179.2
198440,강동씨앤엘,KOSDAQ,0.9,1963.0,-6.3,3140647,3547054,61.7
375500,DL이앤씨,KOSPI,0.9,73400.0,1.2,323950,363471,237.8
034230,파라다이스,KOSPI,0.9,10090.0,2.7,378011,423675,38.1
001450,현대해상,KOSPI,0.9,51100.0,-4.5,474757,539884,242.6
393890,더블유씨피,KOSDAQ,0.9,10070.0,-0.3,298964,336177,30.1
270520,앱튼,KOSDAQ,0.9,3005.0,8.5,265341,307858,8.0
046970,우리로,KOSDAQ,0.9,4840.0,2.5,521419,559437,25.2
017670,SK텔레콤,KOSPI,0.9,92500.0,3.9,911079,1068134,842.7
0039P0,매드업,KOSDAQ,0.9,8180.0,4.5,1748512,1998228,143.0
047770,코데즈컴바인,KOSDAQ,0.9,4135.0,2.6,2174407,2429549,89.9
018880,한온시스템,KOSPI,0.9,3525.0,0.9,2114162,2361504,74.5
005880,대한해운,KOSPI,0.9,2105.0,1.4,1805443,1914506,38.0
323410,카카오뱅크,KOSPI,0.9,21950.0,0.7,552348,623648,121.2
012030,DB,KOSPI,0.9,1507.0,3.8,531672,587443,8.0
290660,다이나믹솔루션,KOSDAQ,0.9,1777.0,5.0,840912,885815,14.9
119850,지엔씨에너지,KOSDAQ,0.9,44900.0,7.3,414870,468380,186.3
009270,신원,KOSPI,0.9,1163.0,0.1,494895,560793,5.8
064400,LG씨엔에스,KOSPI,0.9,74100.0,2.2,478015,517064,354.2
085620,미래에셋생명,KOSPI,0.9,19920.0,-5.1,368142,410476,73.3
086790,하나금융지주,KOSPI,0.9,134300.0,-3.7,881360,934031,1183.7
066970,엘앤에프,KOSPI,0.9,121300.0,0.3,642912,711732,779.9
356680,엑스게이트,KOSDAQ,0.8,11430.0,6.2,273910,335604,31.3
062970,한국첨단소재,KOSDAQ,0.8,1911.0,3.3,440395,585561,8.4
217730,강스템바이오텍,KOSDAQ,0.8,2265.0,3.9,226227,275739,5.1
130660,한전산업,KOSPI,0.8,12000.0,-0.4,287892,372543,34.5
068270,셀트리온,KOSPI,0.8,188100.0,0.5,270577,326386,509.0
008930,한미사이언스,KOSPI,0.8,52800.0,2.5,320002,413719,169.0
065450,빅텍,KOSDAQ,0.8,2720.0,1.5,276026,338340,7.5
475150,SK이터닉스,KOSPI,0.8,52000.0,4.6,1024691,1232409,532.8
052460,아이크래프트,KOSDAQ,0.8,4890.0,7.5,341450,428559,16.7
047050,포스코인터내셔널,KOSPI,0.8,54700.0,-1.4,535419,690320,292.9
010120,LS ELECTRIC,KOSPI,0.8,195300.0,1.7,425516,516495,831.0
037440,희림,KOSDAQ,0.8,4385.0,2.3,386420,464556,16.9
080220,제주반도체,KOSDAQ,0.8,71800.0,4.4,738130,980377,530.0
417030,니어스랩,KOSDAQ,0.8,31450.0,16.1,740497,934071,232.9
025320,시노펙스,KOSDAQ,0.8,3855.0,2.0,284286,340053,11.0
307180,아이엘,KOSDAQ,0.8,5700.0,3.6,231026,284658,13.2
001820,삼화콘덴서,KOSPI,0.8,109800.0,4.6,514665,620159,565.1
011200,HMM,KOSPI,0.8,21050.0,-1.4,876214,1044813,184.4
003280,흥아해운,KOSPI,0.8,1724.0,1.5,2983701,3573762,51.4
119830,아이텍,KOSDAQ,0.8,6080.0,1.3,209485,262721,12.7
053690,한미글로벌,KOSPI,0.8,22800.0,5.1,393165,516447,89.6
020120,키다리스튜디오,KOSPI,0.8,7200.0,16.5,465427,547913,33.5
009830,한화솔루션,KOSPI,0.8,30050.0,0.5,1167255,1550826,350.8
035720,카카오,KOSPI,0.8,36200.0,2.4,1167951,1483801,422.8
004770,써니전자,KOSPI,0.7,2185.0,4.8,4092590,5548980,89.4
031330,에스에이엠티,KOSDAQ,0.7,7970.0,3.2,271753,379998,21.7
144960,뉴파워프라즈마,KOSDAQ,0.7,8760.0,2.5,533044,721086,46.7
317400,자이에스앤디,KOSPI,0.7,11230.0,-0.1,797542,1141795,89.6
067290,JW신약,KOSDAQ,0.7,3265.0,-4.8,23453772,32955986,765.8
382800,지앤비에스 에코,KOSDAQ,0.7,4990.0,5.3,408655,598451,20.4
042660,한화오션,KOSPI,0.7,86800.0,0.3,386791,577194,335.7
088980,맥쿼리인프라,KOSPI,0.7,9920.0,0.1,568238,833858,56.4
321370,센서뷰,KOSDAQ,0.7,1116.0,4.5,1036242,1456609,11.6
006220,제주은행,KOSPI,0.7,10070.0,0.0,293800,451229,29.6
000270,기아,KOSPI,0.7,126500.0,-0.7,628187,841092,794.7
006340,대원전선,KOSPI,0.7,12930.0,3.9,1355864,2029757,175.3
017900,광전자,KOSPI,0.7,7070.0,2.8,456093,673750,32.2
076610,해성옵틱스,KOSDAQ,0.7,1209.0,1.5,485762,670234,5.9
279570,케이뱅크,KOSPI,0.7,5600.0,0.5,327387,461269,18.3
100840,SNT에너지,KOSPI,0.7,32700.0,-2.4,212826,290510,69.6
388050,지투파워,KOSDAQ,0.7,9800.0,1.7,484092,732406,47.4
307870,비투엔,KOSDAQ,0.7,1342.0,1.9,1147912,1659639,15.4
055550,신한지주,KOSPI,0.7,110300.0,-3.7,1115958,1489724,1230.9
025560,미래산업,KOSPI,0.7,6270.0,1.6,255691,379145,16.0
028050,삼성E&A,KOSPI,0.7,45850.0,-0.5,910756,1391713,417.6
476060,온코닉테라퓨틱스,KOSDAQ,0.7,16440.0,-3.9,475305,673839,78.1
005690,파미셀,KOSPI,0.7,10500.0,1.2,361622,523282,38.0
028300,HLB,KOSDAQ,0.6,33750.0,2.9,466294,799627,157.4
007660,이수페타시스,KOSPI,0.6,111100.0,4.8,374786,596928,416.4
003670,포스코퓨처엠,KOSPI,0.6,183600.0,-0.1,248864,407968,456.9
082740,한화엔진,KOSPI,0.6,45600.0,0.0,307901,493890,140.4
417200,LS머트리얼즈,KOSDAQ,0.6,10960.0,3.9,249506,393744,27.3
232140,와이씨,KOSDAQ,0.6,11730.0,-0.2,1564100,2766234,183.5
332570,PS일렉트로닉스,KOSDAQ,0.6,7620.0,3.7,1498205,2706601,114.2
093370,후성,KOSPI,0.6,12500.0,2.0,1070652,1943657,133.8
034220,LG디스플레이,KOSPI,0.6,9130.0,1.0,2304033,3911729,210.4
001510,SK증권,KOSPI,0.6,2430.0,1.2,1994769,3083706,48.5
347850,디앤디파마텍,KOSDAQ,0.6,49200.0,1.4,424187,675832,208.7
125020,티씨머티리얼즈,KOSDAQ,0.6,6040.0,4.1,421578,753446,25.5
483350,딜리셔스,KOSDAQ,0.6,2900.0,4.3,488248,810779,14.2
477850,마키나락스,KOSDAQ,0.6,23300.0,1.5,396377,673178,92.4
032580,피델릭스,KOSDAQ,0.6,4655.0,3.4,417925,750801,19.5
010170,대한광통신,KOSDAQ,0.6,13010.0,1.2,3738417,6762337,486.4
001740,SK네트웍스,KOSPI,0.6,6400.0,0.2,583858,998942,37.4
050890,쏠리드,KOSDAQ,0.6,8520.0,1.9,279835,479766,23.8
001440,대한전선,KOSPI,0.6,27400.0,1.7,692713,1138806,189.8
142280,녹십자엠에스,KOSDAQ,0.6,3215.0,2.6,593266,945127,19.1
134580,탑코미디어,KOSDAQ,0.6,3560.0,6.6,679221,1193058,24.2
073240,금호타이어,KOSPI,0.6,7180.0,0.8,1133314,1754246,81.4
257720,실리콘투,KOSDAQ,0.6,48000.0,-1.0,747284,1169532,358.7
000720,현대건설,KOSPI,0.6,119700.0,0.2,432074,703058,517.2
047040,대우건설,KOSPI,0.6,16850.0,0.6,3964161,7118054,668.0
006910,보성파워텍,KOSDAQ,0.6,6780.0,0.9,401318,662965,27.2
443670,에스피소프트,KOSDAQ,0.5,4070.0,-1.2,1966717,4297084,80.0
025860,남해화학,KOSPI,0.5,6360.0,-0.9,271172,562370,17.2
091590,남화토건,KOSDAQ,0.5,7680.0,3.1,811444,1526026,62.3
226340,본느,KOSDAQ,0.5,5740.0,0.7,944963,1730249,54.2
067310,하나마이크론,KOSDAQ,0.5,34850.0,0.4,634954,1215135,221.3
192650,드림텍,KOSPI,0.5,6300.0,2.9,411829,781744,25.9
061970,LB세미콘,KOSDAQ,0.5,3865.0,0.9,306992,660763,11.9
255220,SG,KOSDAQ,0.5,1132.0,-0.7,1624298,3345671,18.4
032820,우리기술,KOSDAQ,0.5,10630.0,1.2,1589827,2961347,169.0
058730,다스코,KOSPI,0.5,3625.0,-2.2,1298004,2445122,47.1
0155E0,해치텍,KOSDAQ,0.5,12560.0,1.8,1490157,3007467,187.2
487400,케이앤에스아이앤씨,KOSDAQ,0.5,7470.0,4.6,293170,583962,21.9
413630,씨피시스템,KOSDAQ,0.5,4075.0,1.2,1269391,2817287,51.7
950160,코오롱티슈진,KOSDAQ,0.5,17100.0,1.1,700924,1291293,119.9
008350,남선알미늄,KOSPI,0.5,1052.0,-1.9,495607,950417,5.2
003350,한국화장품제조,KOSPI,0.5,12750.0,-0.1,582619,1205180,74.3
001210,금호전기,KOSPI,0.4,12170.0,-5.4,3478821,7870787,423.4
289080,SV인베스트먼트,KOSDAQ,0.4,2295.0,1.5,473124,1287478,10.9
015760,한국전력,KOSPI,0.4,32150.0,-0.9,860248,1995015,276.6
950260,인제니아테라퓨틱스(Reg.S),KOSDAQ,0.4,15580.0,-1.5,2799199,7250957,436.1
327260,RF머트리얼즈,KOSDAQ,0.4,34050.0,0.7,285426,689517,97.2
034020,두산에너빌리티,KOSPI,0.4,79200.0,0.0,1477407,3507575,1170.1
950220,네오이뮨텍,KOSDAQ,0.4,2575.0,7.7,437404,1019008,11.3
204620,글로벌텍스프리,KOSDAQ,0.4,5390.0,0.4,472163,1097651,25.4
006360,GS건설,KOSPI,0.4,34250.0,1.9,841979,2008766,288.4
256840,한국비엔씨,KOSDAQ,0.4,2660.0,1.5,501970,1242690,13.4
178320,서진시스템,KOSDAQ,0.4,33650.0,1.4,516979,1231109,174.0
002990,금호건설,KOSPI,0.3,16090.0,-2.5,3195129,9288990,514.1
299660,셀리드,KOSDAQ,0.3,2415.0,0.4,787176,2765104,19.0
