ticker,pass,n_signals,trend,recent_signals,last_candle
SLN,True,1,상승,작은몸통양꼬리양봉@D-0,작은몸통양꼬리양봉
WXM,True,1,횡보,작은몸통양꼬리양봉@D-3,-
NCMI,True,1,횡보,양봉스프링@D-0,양봉스프링
RMCF,False,0,하락,-,-
BNTC,False,0,횡보,-,-
