ticker,c,oc_%,vol_ratio,dol_M,dol_avg10_M,dol_x,run2d_%,close_pos,매수참고,손절,익절목표
CRVO,4.24,-9.4,99.3,457.5,95.4,4.8,-6.2,0.1,4.24,3.725,4.664
LNKS,2.68,-10.4,429.0,187.3,2.2,85.2,62.4,0.37,2.68,2.094,2.948
BIRD,5.97,-7.2,44.6,80.7,27.1,3.0,51.5,0.24,5.97,5.597,6.567
SAGT,0.99,-8.3,384.6,25.7,0.1,309.6,-4.8,0.13,0.99,0.946,1.089
ELTX,3.85,-8.6,21.0,20.9,30.5,0.7,39.5,0.21,3.85,3.55,4.235
PMEC,0.616,-7.6,296.5,8.0,0.1,100.9,-3.1,0.69,0.616,0.487,0.678
FTHM,1.07,-5.3,18.3,5.0,9.3,0.5,69.0,0.06,1.07,1.028,1.177
