sym,verdict,reason,signals,last_candle,base,drop_peak_%,pos_in_base_%,from_low_%,name
007810.KS,⛔ EXCLUDE,과상승(저점대비 +715%),작은몸통양꼬리양봉,-,과상승,57.0,39.0,715.0,코리아써키트
005090.KS,⛔ EXCLUDE,과상승(저점대비 +217%),"위꼬리양봉, 상승펀치",-,과상승,10.0,87.0,217.0,SGC에너지
356860.KQ,⛔ EXCLUDE,과상승(저점대비 +518%),작은몸통양꼬리양봉,-,과상승,54.0,42.0,518.0,티엘비
047040.KS,⛔ EXCLUDE,과상승(저점대비 +513%),-,-,과상승,55.0,40.0,513.0,대우건설
028050.KS,⛔ EXCLUDE,과상승(저점대비 +206%),"작은몸통양꼬리양봉, 상승다람쥐",작은몸통양꼬리양봉,과상승,26.0,66.0,206.0,삼성E&A
089860.KS,⛔ EXCLUDE,과상승(저점대비 +73%),-,-,과상승,26.0,92.0,73.0,롯데렌탈
082740.KS,⛔ EXCLUDE,과상승(저점대비 +326%),상승펀치,도지,과상승,48.0,45.0,326.0,한화엔진
290690.KQ,⛔ EXCLUDE,과상승(저점대비 +77%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,90.0,20.0,77.0,아리바이오홀딩스
900290.KQ,⛔ EXCLUDE,과상승(저점대비 +83%),위꼬리양봉,도지,과상승,48.0,33.0,83.0,GRT
097230.KS,⛔ EXCLUDE,과상승(저점대비 +721%),-,-,과상승,48.0,49.0,721.0,HJ중공업
060250.KQ,⛔ EXCLUDE,과상승(저점대비 +128%),"양봉스프링, 작은몸통양꼬리양봉",-,과상승,63.0,45.0,128.0,NHN KCP
010950.KS,⛔ EXCLUDE,과상승(저점대비 +195%),작은몸통양꼬리양봉,-,과상승,17.0,77.0,195.0,S-Oil
003530.KS,⛔ EXCLUDE,과상승(저점대비 +64%),작은몸통양꼬리양봉,-,과상승,54.0,25.0,64.0,한화투자증권
119850.KQ,⛔ EXCLUDE,과상승(저점대비 +1033%),작은몸통양꼬리양봉,-,과상승,5.0,94.0,1033.0,지엔씨에너지
098460.KQ,⛔ EXCLUDE,과상승(저점대비 +325%),양봉스프링,도지,과상승,28.0,66.0,325.0,고영
307180.KQ,⛔ EXCLUDE,과상승(저점대비 +112%),"작은몸통양꼬리양봉, 상승다람쥐, 상승펀치",작은몸통양꼬리양봉,과상승,51.0,34.0,112.0,아이엘
138930.KS,⛔ EXCLUDE,과상승(저점대비 +70%),양봉스프링,양봉스프링,과상승,34.0,44.0,70.0,BNK금융지주
073010.KQ,⛔ EXCLUDE,과상승(저점대비 +54%),"양봉스프링, 작은몸통양꼬리양봉, 상승다람쥐",-,과상승,62.0,18.0,54.0,케이에스피
031980.KQ,⛔ EXCLUDE,과상승(저점대비 +301%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,36.0,57.0,301.0,피에스케이홀딩스
187870.KQ,⛔ EXCLUDE,과상승(저점대비 +160%),-,도지,과상승,57.0,32.0,160.0,디바이스
200470.KQ,⛔ EXCLUDE,과상승(저점대비 +255%),작은몸통양꼬리양봉,-,과상승,54.0,38.0,255.0,에이팩트
950160.KQ,⛔ EXCLUDE,과상승(저점대비 +149%),"위꼬리양봉, 작은몸통양꼬리양봉",작은몸통양꼬리양봉,과상승,81.0,12.0,149.0,코오롱티슈진
011090.KS,⛔ EXCLUDE,과상승(저점대비 +67%),-,-,과상승,91.0,13.0,67.0,에넥스
265740.KQ,⛔ EXCLUDE,과상승(저점대비 +186%),작은몸통양꼬리양봉,-,과상승,37.0,52.0,186.0,엔에프씨
080220.KQ,⛔ EXCLUDE,과상승(저점대비 +957%),위꼬리양봉,-,과상승,41.0,57.0,957.0,제주반도체
003550.KS,⛔ EXCLUDE,과상승(저점대비 +106%),"작은몸통양꼬리양봉, 양봉스프링",-,과상승,35.0,48.0,106.0,LG
017670.KS,⛔ EXCLUDE,과상승(저점대비 +99%),양봉스프링,양봉스프링,과상승,28.0,56.0,99.0,SK텔레콤
298830.KQ,⛔ EXCLUDE,과상승(저점대비 +50%),"양봉스프링, 위꼬리양봉, 작은몸통양꼬리양봉",작은몸통양꼬리양봉,과상승,70.0,19.0,50.0,슈어소프트테크
170920.KQ,⛔ EXCLUDE,과상승(저점대비 +395%),양봉스프링,-,과상승,37.0,58.0,395.0,엘티씨
160980.KQ,⛔ EXCLUDE,과상승(저점대비 +353%),-,-,과상승,30.0,65.0,353.0,싸이맥스
306620.KQ,⛔ EXCLUDE,과상승(저점대비 +51%),위꼬리양봉,-,과상승,71.0,22.0,51.0,지아이에스
136490.KS,⛔ EXCLUDE,과상승(저점대비 +105%),작은몸통양꼬리양봉,-,과상승,37.0,53.0,105.0,선진
001820.KS,⛔ EXCLUDE,과상승(저점대비 +379%),작은몸통양꼬리양봉,-,과상승,48.0,46.0,379.0,삼화콘덴서
078350.KQ,⛔ EXCLUDE,과상승(저점대비 +218%),양봉스프링,-,과상승,47.0,44.0,218.0,한양디지텍
005950.KS,⛔ EXCLUDE,과상승(저점대비 +216%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,60.0,82.0,216.0,이수화학
017960.KS,⛔ EXCLUDE,과상승(저점대비 +168%),-,-,과상승,54.0,35.0,168.0,한국카본
000270.KS,⛔ EXCLUDE,과상승(저점대비 +74%),-,-,과상승,33.0,46.0,74.0,기아
089230.KQ,⛔ EXCLUDE,과상승(저점대비 +184%),작은몸통양꼬리양봉,-,과상승,81.0,34.0,184.0,THE E&M
357880.KQ,⛔ EXCLUDE,과상승(저점대비 +56%),-,-,과상승,86.0,15.0,56.0,SKAI
096770.KS,⛔ EXCLUDE,과상승(저점대비 +59%),-,-,과상승,53.0,64.0,59.0,SK이노베이션
272210.KS,⛔ EXCLUDE,과상승(저점대비 +386%),양봉스프링,-,과상승,56.0,38.0,386.0,한화시스템
115180.KQ,⛔ EXCLUDE,과상승(저점대비 +559%),작은몸통양꼬리양봉,-,과상승,59.0,37.0,559.0,큐리언트
033790.KQ,⛔ EXCLUDE,과상승(저점대비 +87%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,66.0,19.0,87.0,피노
425040.KQ,⛔ EXCLUDE,과상승(저점대비 +69%),작은몸통양꼬리양봉,-,과상승,81.0,17.0,69.0,티이엠씨
139130.KS,⛔ EXCLUDE,과상승(저점대비 +119%),"위꼬리양봉, 양봉스프링",양봉스프링,과상승,21.0,68.0,119.0,iM금융지주
122640.KQ,⛔ EXCLUDE,과상승(저점대비 +272%),-,-,과상승,35.0,58.0,272.0,예스티
016360.KS,⛔ EXCLUDE,과상승(저점대비 +124%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,43.0,42.0,124.0,삼성증권
441270.KQ,⛔ EXCLUDE,과상승(저점대비 +130%),위꼬리양봉,-,과상승,38.0,48.0,130.0,파인엠텍
225190.KQ,⛔ EXCLUDE,과상승(저점대비 +136%),양봉스프링,-,과상승,66.0,23.0,136.0,LK삼양
204610.KQ,⛔ EXCLUDE,과상승(저점대비 +205%),-,-,과상승,12.0,83.0,205.0,티쓰리
323280.KQ,⛔ EXCLUDE,과상승(저점대비 +274%),"작은몸통양꼬리양봉, 상승펀치",-,과상승,43.0,50.0,274.0,태성
008830.KQ,⛔ EXCLUDE,과상승(저점대비 +55%),"작은몸통양꼬리양봉, 꼬리군",-,과상승,64.0,17.0,55.0,대동기어
327260.KQ,⛔ EXCLUDE,과상승(저점대비 +1531%),위꼬리양봉,음봉스프링,과상승,47.0,52.0,1531.0,RF머트리얼즈
267320.KQ,⛔ EXCLUDE,과상승(저점대비 +76%),"작은몸통양꼬리양봉, 위꼬리양봉, 상승펀치",작은몸통양꼬리양봉,과상승,66.0,24.0,76.0,나인테크
232680.KQ,⛔ EXCLUDE,과상승(저점대비 +84%),-,도지,과상승,57.0,26.0,84.0,라온로보틱스
028300.KQ,⛔ EXCLUDE,과상승(저점대비 +79%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,67.0,26.0,79.0,HLB
043260.KQ,⛔ EXCLUDE,과상승(저점대비 +2179%),작은몸통양꼬리양봉,-,과상승,66.0,33.0,2179.0,성호전자
089970.KQ,⛔ EXCLUDE,과상승(저점대비 +1140%),-,-,과상승,44.0,54.0,1140.0,브이엠
267270.KS,⛔ EXCLUDE,과상승(저점대비 +203%),-,-,과상승,36.0,54.0,203.0,HD건설기계
007390.KQ,⛔ EXCLUDE,과상승(저점대비 +158%),위꼬리양봉,도지,과상승,41.0,47.0,158.0,네이처셀
003470.KS,⛔ EXCLUDE,과상승(저점대비 +93%),-,-,과상승,43.0,39.0,93.0,유안타증권
000990.KS,⛔ EXCLUDE,과상승(저점대비 +253%),작은몸통양꼬리양봉,-,과상승,55.0,37.0,253.0,DB하이텍
037030.KQ,⛔ EXCLUDE,과상승(저점대비 +103%),작은몸통양꼬리양봉,-,과상승,62.0,24.0,103.0,파워넷
079370.KQ,⛔ EXCLUDE,과상승(저점대비 +55%),-,-,과상승,57.0,25.0,55.0,제우스
020150.KS,⛔ EXCLUDE,과상승(저점대비 +77%),작은몸통양꼬리양봉,-,과상승,77.0,24.0,77.0,롯데에너지머티리얼즈
003160.KS,⛔ EXCLUDE,과상승(저점대비 +162%),"양봉스프링, 위꼬리양봉, 작은몸통양꼬리양봉",-,과상승,38.0,50.0,162.0,디아이
417840.KQ,⛔ EXCLUDE,과상승(저점대비 +714%),양봉스프링,도지,과상승,39.0,58.0,714.0,저스템
319660.KQ,⛔ EXCLUDE,과상승(저점대비 +762%),-,-,과상승,39.0,58.0,762.0,피에스케이
003670.KS,⛔ EXCLUDE,과상승(저점대비 +79%),상승펀치,-,과상승,75.0,37.0,79.0,포스코퓨처엠
263800.KQ,⛔ EXCLUDE,과상승(저점대비 +51%),-,-,과상승,45.0,40.0,51.0,데이타솔루션
011930.KS,⛔ EXCLUDE,과상승(저점대비 +64%),-,도지,과상승,66.0,17.0,64.0,신성이엔지
032350.KS,⛔ EXCLUDE,과상승(저점대비 +95%),작은몸통양꼬리양봉,-,과상승,50.0,32.0,95.0,롯데관광개발
092870.KQ,⛔ EXCLUDE,과상승(저점대비 +152%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,49.0,38.0,152.0,엑시콘
166090.KQ,⛔ EXCLUDE,과상승(저점대비 +167%),-,-,과상승,34.0,55.0,167.0,하나머티리얼즈
272110.KQ,⛔ EXCLUDE,과상승(저점대비 +128%),"위꼬리양봉, 작은몸통양꼬리양봉",-,과상승,41.0,45.0,128.0,케이엔제이
025560.KS,⛔ EXCLUDE,과상승(저점대비 +414%),"양봉스프링, 작은몸통양꼬리양봉",-,과상승,63.0,72.0,414.0,미래산업
052900.KQ,⛔ EXCLUDE,과상승(저점대비 +57%),위꼬리양봉,도지,과상승,52.0,27.0,57.0,KX하이텍
060280.KQ,⛔ EXCLUDE,과상승(저점대비 +66%),-,-,과상승,62.0,23.0,66.0,큐렉소
047770.KQ,⛔ EXCLUDE,과상승(저점대비 +119%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,55.0,31.0,119.0,코데즈컴바인
099440.KQ,⛔ EXCLUDE,과상승(저점대비 +116%),작은몸통양꼬리양봉,-,과상승,48.0,36.0,116.0,스맥
900300.KQ,⛔ EXCLUDE,과상승(저점대비 +85%),"위꼬리양봉, 양봉스프링",-,과상승,99.0,2.0,85.0,오가닉티코스메틱
041920.KQ,⛔ EXCLUDE,과상승(저점대비 +164%),-,도지,과상승,66.0,24.0,164.0,메디아나
058610.KQ,⛔ EXCLUDE,과상승(저점대비 +559%),"작은몸통양꼬리양봉, 위꼬리양봉",위꼬리양봉,과상승,28.0,68.0,559.0,에스피지
181710.KS,⛔ EXCLUDE,과상승(저점대비 +382%),-,-,과상승,2.0,98.0,382.0,NHN
161890.KS,⛔ EXCLUDE,과상승(저점대비 +176%),"작은몸통양꼬리양봉, 상승다람쥐",작은몸통양꼬리양봉,과상승,5.0,92.0,176.0,한국콜마
086390.KQ,⛔ EXCLUDE,과상승(저점대비 +76%),-,-,과상승,68.0,26.0,76.0,유니테스트
362320.KQ,⛔ EXCLUDE,과상승(저점대비 +58%),위꼬리양봉,도지,과상승,69.0,24.0,58.0,청담글로벌
159010.KQ,⛔ EXCLUDE,과상승(저점대비 +582%),상승펀치,도지,과상승,3.0,97.0,582.0,아스플로
101170.KQ,⛔ EXCLUDE,과상승(저점대비 +120%),"양봉스프링, 위꼬리양봉",위꼬리양봉,과상승,64.0,24.0,120.0,우림피티에스
289080.KQ,⛔ EXCLUDE,과상승(저점대비 +89%),위꼬리양봉,-,과상승,56.0,27.0,89.0,SV인베스트먼트
033240.KS,⛔ EXCLUDE,과상승(저점대비 +210%),-,-,과상승,49.0,42.0,210.0,자화전자
001740.KS,⛔ EXCLUDE,과상승(저점대비 +99%),작은몸통양꼬리양봉,-,과상승,53.0,30.0,99.0,SK네트웍스
009730.KQ,⛔ EXCLUDE,과상승(저점대비 +136%),-,도지,과상승,95.0,7.0,136.0,이렘
138080.KQ,⛔ EXCLUDE,과상승(저점대비 +203%),-,-,과상승,59.0,32.0,203.0,오이솔루션
052710.KQ,⛔ EXCLUDE,과상승(저점대비 +430%),양봉스프링,-,과상승,59.0,37.0,430.0,아모텍
314130.KQ,⛔ EXCLUDE,과상승(저점대비 +113%),"작은몸통양꼬리양봉, 상승다람쥐",작은몸통양꼬리양봉,과상승,84.0,31.0,113.0,지놈앤컴퍼니
047810.KS,⛔ EXCLUDE,과상승(저점대비 +198%),-,-,과상승,32.0,58.0,198.0,한국항공우주
006800.KS,⛔ EXCLUDE,과상승(저점대비 +377%),작은몸통양꼬리양봉,-,과상승,57.0,37.0,377.0,미래에셋증권
078600.KQ,⛔ EXCLUDE,과상승(저점대비 +62%),-,도지,과상승,48.0,30.0,62.0,대주전자재료
023530.KS,⛔ EXCLUDE,과상승(저점대비 +99%),양봉스프링,양봉스프링,과상승,51.0,32.0,99.0,롯데쇼핑
032820.KQ,⛔ EXCLUDE,과상승(저점대비 +722%),-,-,과상승,60.0,37.0,722.0,우리기술
051160.KQ,⛔ EXCLUDE,과상승(저점대비 +66%),작은몸통양꼬리양봉,-,과상승,64.0,65.0,66.0,지어소프트
035810.KQ,⛔ EXCLUDE,과상승(저점대비 +83%),양봉스프링,양봉스프링,과상승,51.0,30.0,83.0,이지홀딩스
120110.KS,⛔ EXCLUDE,과상승(저점대비 +115%),-,-,과상승,52.0,37.0,115.0,코오롱인더
418420.KQ,⛔ EXCLUDE,과상승(저점대비 +89%),양봉스프링,-,과상승,72.0,20.0,89.0,라온텍
006110.KS,⛔ EXCLUDE,과상승(저점대비 +201%),작은몸통양꼬리양봉,-,과상승,67.0,41.0,201.0,삼아알미늄
032500.KQ,⛔ EXCLUDE,과상승(저점대비 +161%),-,도지,과상승,68.0,32.0,161.0,케이엠더블유
397030.KQ,⛔ EXCLUDE,과상승(저점대비 +136%),작은몸통양꼬리양봉,-,과상승,63.0,25.0,136.0,에이프릴바이오
048410.KQ,⛔ EXCLUDE,과상승(저점대비 +75%),"양봉스프링, 작은몸통양꼬리양봉",-,과상승,65.0,19.0,75.0,현대바이오
203650.KQ,⛔ EXCLUDE,과상승(저점대비 +62%),작은몸통양꼬리양봉,-,과상승,55.0,24.0,62.0,드림시큐리티
064350.KS,⛔ EXCLUDE,과상승(저점대비 +237%),작은몸통양꼬리양봉,도지,과상승,48.0,43.0,237.0,현대로템
321370.KQ,⛔ EXCLUDE,과상승(저점대비 +59%),"위꼬리양봉, 작은몸통양꼬리양봉",음봉스프링,과상승,88.0,12.0,59.0,센서뷰
028670.KS,⛔ EXCLUDE,과상승(저점대비 +93%),양봉스프링,양봉스프링,과상승,31.0,77.0,93.0,팬오션
066980.KQ,⛔ EXCLUDE,과상승(저점대비 +59%),위꼬리양봉,-,과상승,72.0,38.0,59.0,한성크린텍
078020.KQ,⛔ EXCLUDE,과상승(저점대비 +105%),위꼬리양봉,위꼬리양봉,과상승,25.0,61.0,105.0,LS증권
083650.KQ,⛔ EXCLUDE,과상승(저점대비 +776%),작은몸통양꼬리양봉,-,과상승,46.0,51.0,776.0,비에이치아이
036810.KQ,⛔ EXCLUDE,과상승(저점대비 +97%),"양봉스프링, 위꼬리양봉",도지,과상승,46.0,36.0,97.0,에프에스티
098120.KQ,⛔ EXCLUDE,과상승(저점대비 +586%),"양봉스프링, 작은몸통양꼬리양봉",작은몸통양꼬리양봉,과상승,28.0,68.0,586.0,마이크로컨텍솔
035460.KQ,⛔ EXCLUDE,과상승(저점대비 +60%),위꼬리양봉,-,과상승,67.0,17.0,60.0,기산텔레콤
019210.KQ,⛔ EXCLUDE,과상승(저점대비 +278%),-,-,과상승,36.0,57.0,278.0,와이지-원
000370.KS,⛔ EXCLUDE,과상승(저점대비 +92%),양봉스프링,양봉스프링,과상승,35.0,47.0,92.0,한화손해보험
033160.KQ,⛔ EXCLUDE,과상승(저점대비 +196%),작은몸통양꼬리양봉,-,과상승,57.0,33.0,196.0,엠케이전자
061970.KQ,⛔ EXCLUDE,과상승(저점대비 +72%),-,-,과상승,67.0,47.0,72.0,LB세미콘
035610.KQ,⛔ EXCLUDE,과상승(저점대비 +60%),-,-,과상승,31.0,95.0,60.0,솔본
006910.KQ,⛔ EXCLUDE,과상승(저점대비 +277%),"작은몸통양꼬리양봉, 위꼬리양봉",-,과상승,57.0,36.0,277.0,보성파워텍
064820.KQ,⛔ EXCLUDE,과상승(저점대비 +96%),양봉스프링,-,과상승,51.0,32.0,96.0,케이프
257720.KQ,⛔ EXCLUDE,과상승(저점대비 +84%),-,-,과상승,32.0,49.0,84.0,실리콘투
078590.KQ,⛔ EXCLUDE,과상승(저점대비 +82%),꼬리군,도지,과상승,89.0,12.0,82.0,휴림에이텍
003350.KS,⛔ EXCLUDE,과상승(저점대비 +71%),상승다람쥐,도지,과상승,36.0,43.0,71.0,한국화장품제조
348340.KQ,⛔ EXCLUDE,과상승(저점대비 +106%),작은몸통양꼬리양봉,-,과상승,73.0,16.0,106.0,뉴로메카
382800.KQ,⛔ EXCLUDE,과상승(저점대비 +161%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,38.0,50.0,161.0,지앤비에스 에코
105840.KS,⛔ EXCLUDE,과상승(저점대비 +156%),-,음봉스프링,과상승,54.0,34.0,156.0,우진
056080.KQ,⛔ EXCLUDE,과상승(저점대비 +178%),-,-,과상승,72.0,20.0,178.0,유진로봇
000490.KS,⛔ EXCLUDE,과상승(저점대비 +52%),위꼬리양봉,-,과상승,60.0,27.0,52.0,대동
217190.KQ,⛔ EXCLUDE,과상승(저점대비 +52%),"양봉스프링, 상승펀치",도지,과상승,50.0,36.0,52.0,제너셈
218410.KQ,⛔ EXCLUDE,과상승(저점대비 +400%),-,-,과상승,58.0,37.0,400.0,RFHIC
052460.KQ,⛔ EXCLUDE,과상승(저점대비 +308%),상승펀치,-,과상승,4.0,95.0,308.0,아이크래프트
356680.KQ,⛔ EXCLUDE,과상승(저점대비 +265%),"위꼬리양봉, 작은몸통양꼬리양봉",도지,과상승,58.0,35.0,265.0,엑스게이트
270520.KQ,⛔ EXCLUDE,과상승(저점대비 +455%),-,-,과상승,94.0,17.0,455.0,앱튼
316140.KS,⛔ EXCLUDE,과상승(저점대비 +128%),"작은몸통양꼬리양봉, 상승펀치",-,과상승,19.0,71.0,128.0,우리금융지주
393890.KQ,⛔ EXCLUDE,과상승(저점대비 +69%),"위꼬리양봉, 작은몸통양꼬리양봉",-,과상승,89.0,23.0,69.0,더블유씨피
050890.KQ,⛔ EXCLUDE,과상승(저점대비 +157%),작은몸통양꼬리양봉,-,과상승,50.0,38.0,157.0,쏠리드
004710.KS,⛔ EXCLUDE,과상승(저점대비 +136%),작은몸통양꼬리양봉,-,과상승,52.0,35.0,136.0,한솔테크닉스
439090.KQ,⛔ EXCLUDE,과상승(저점대비 +64%),-,도지,과상승,66.0,51.0,64.0,마녀공장
036540.KQ,⛔ EXCLUDE,과상승(저점대비 +137%),-,-,과상승,48.0,38.0,137.0,SFA반도체
001440.KS,⛔ EXCLUDE,과상승(저점대비 +200%),작은몸통양꼬리양봉,-,과상승,61.0,30.0,200.0,대한전선
290550.KQ,⛔ EXCLUDE,과상승(저점대비 +234%),양봉스프링,-,과상승,43.0,48.0,234.0,디케이티
204620.KQ,⛔ EXCLUDE,과상승(저점대비 +93%),-,-,과상승,33.0,50.0,93.0,글로벌텍스프리
375500.KS,⛔ EXCLUDE,과상승(저점대비 +155%),작은몸통양꼬리양봉,-,과상승,31.0,58.0,155.0,DL이앤씨
009420.KS,⛔ EXCLUDE,과상승(저점대비 +149%),위꼬리양봉,-,과상승,18.0,73.0,149.0,한올바이오파마
161390.KS,⛔ EXCLUDE,과상승(저점대비 +108%),"위꼬리양봉, 작은몸통양꼬리양봉",작은몸통양꼬리양봉,과상승,9.0,85.0,108.0,한국타이어앤테크놀로지
041960.KQ,⛔ EXCLUDE,과상승(저점대비 +146%),위꼬리양봉,위꼬리양봉,과상승,16.0,77.0,146.0,코미팜
036710.KQ,⛔ EXCLUDE,과상승(저점대비 +371%),작은몸통양꼬리양봉,-,과상승,36.0,59.0,371.0,심텍홀딩스
005940.KS,⛔ EXCLUDE,과상승(저점대비 +137%),작은몸통양꼬리양봉,-,과상승,33.0,55.0,137.0,NH투자증권
413630.KQ,⛔ EXCLUDE,과상승(저점대비 +212%),"위꼬리양봉, 작은몸통양꼬리양봉",-,과상승,39.0,51.0,212.0,씨피시스템
006360.KS,⛔ EXCLUDE,과상승(저점대비 +133%),"양봉스프링, 작은몸통양꼬리양봉",-,과상승,29.0,68.0,133.0,GS건설
048550.KQ,⛔ EXCLUDE,과상승(저점대비 +75%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,79.0,48.0,75.0,SM C&C
264850.KQ,⛔ EXCLUDE,과상승(저점대비 +92%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,29.0,54.0,92.0,이랜시스
336260.KS,⛔ EXCLUDE,과상승(저점대비 +203%),"위꼬리양봉, 작은몸통양꼬리양봉",-,과상승,65.0,26.0,203.0,두산퓨얼셀
025900.KQ,⛔ EXCLUDE,과상승(저점대비 +70%),-,-,과상승,84.0,30.0,70.0,동화기업
114810.KQ,⛔ EXCLUDE,과상승(저점대비 +120%),-,-,과상승,41.0,44.0,120.0,한솔아이원스
008930.KS,⛔ EXCLUDE,과상승(저점대비 +83%),상승펀치,-,과상승,43.0,64.0,83.0,한미사이언스
017510.KQ,⛔ EXCLUDE,과상승(저점대비 +105%),-,-,과상승,57.0,28.0,105.0,세명전기
194700.KQ,⛔ EXCLUDE,과상승(저점대비 +119%),-,음봉스프링,과상승,44.0,51.0,119.0,노바렉스
222040.KQ,⛔ EXCLUDE,과상승(저점대비 +233%),-,-,과상승,15.0,80.0,233.0,코스맥스엔비티
064290.KQ,⛔ EXCLUDE,과상승(저점대비 +287%),작은몸통양꼬리양봉,-,과상승,43.0,50.0,287.0,인텍플러스
252990.KQ,⛔ EXCLUDE,과상승(저점대비 +355%),"양봉스프링, 위꼬리양봉",-,과상승,6.0,92.0,355.0,샘씨엔에스
348080.KQ,⛔ EXCLUDE,과상승(저점대비 +73%),작은몸통양꼬리양봉,-,과상승,95.0,8.0,73.0,큐라티스
322000.KS,⛔ EXCLUDE,과상승(저점대비 +563%),작은몸통양꼬리양봉,-,과상승,52.0,44.0,563.0,HD현대에너지솔루션
055550.KS,⛔ EXCLUDE,과상승(저점대비 +153%),상승펀치,-,과상승,5.0,92.0,153.0,신한지주
281820.KS,⛔ EXCLUDE,과상승(저점대비 +217%),양봉스프링,-,과상승,42.0,48.0,217.0,케이씨텍
101730.KQ,⛔ EXCLUDE,과상승(저점대비 +72%),-,-,과상승,93.0,17.0,72.0,위메이드맥스
419080.KQ,⛔ EXCLUDE,과상승(저점대비 +113%),상승펀치,-,과상승,78.0,35.0,113.0,엔젯
333430.KQ,⛔ EXCLUDE,과상승(저점대비 +54%),-,-,과상승,60.0,19.0,54.0,일승
332570.KQ,⛔ EXCLUDE,과상승(저점대비 +424%),양봉스프링,-,과상승,30.0,66.0,424.0,PS일렉트로닉스
005960.KS,⛔ EXCLUDE,과상승(저점대비 +145%),양봉스프링,양봉스프링,과상승,48.0,68.0,145.0,동부건설
018000.KQ,⛔ EXCLUDE,과상승(저점대비 +95%),양봉스프링,-,과상승,69.0,34.0,95.0,유니슨
122350.KQ,⛔ EXCLUDE,과상승(저점대비 +99%),"작은몸통양꼬리양봉, 꼬리군",-,과상승,76.0,55.0,99.0,삼기
253590.KQ,⛔ EXCLUDE,과상승(저점대비 +71%),양봉스프링,-,과상승,46.0,32.0,71.0,네오셈
086820.KQ,⛔ EXCLUDE,과상승(저점대비 +60%),위꼬리양봉,위꼬리양봉,과상승,50.0,27.0,60.0,바이오솔루션
088350.KS,⛔ EXCLUDE,과상승(저점대비 +138%),"작은몸통양꼬리양봉, 양봉스프링",양봉스프링,과상승,26.0,63.0,138.0,한화생명
126640.KQ,⛔ EXCLUDE,과상승(저점대비 +320%),작은몸통양꼬리양봉,-,과상승,44.0,49.0,320.0,화신정공
372170.KQ,⛔ EXCLUDE,과상승(저점대비 +107%),양봉스프링,양봉스프링,과상승,91.0,23.0,107.0,윤성에프앤씨
004150.KS,⛔ EXCLUDE,과상승(저점대비 +71%),양봉스프링,양봉스프링,과상승,26.0,54.0,71.0,한솔홀딩스
054220.KQ,⛔ EXCLUDE,과상승(저점대비 +54%),-,-,과상승,92.0,17.0,54.0,비츠로시스
035290.KQ,⛔ EXCLUDE,과상승(저점대비 +107%),양봉스프링,-,과상승,98.0,24.0,107.0,골드앤에스
237880.KQ,⛔ EXCLUDE,과상승(저점대비 +62%),-,-,과상승,68.0,22.0,62.0,클리오
142210.KQ,⛔ EXCLUDE,과상승(저점대비 +63%),"양봉스프링, 위꼬리양봉",위꼬리양봉,과상승,26.0,53.0,63.0,유니트론텍
212560.KQ,⛔ EXCLUDE,과상승(저점대비 +181%),-,-,과상승,23.0,68.0,181.0,네오오토
214680.KQ,⛔ EXCLUDE,과상승(저점대비 +70%),양봉스프링,-,과상승,85.0,17.0,70.0,디알텍
388050.KQ,⛔ EXCLUDE,과상승(저점대비 +110%),"양봉스프링, 작은몸통양꼬리양봉",도지,과상승,48.0,41.0,110.0,지투파워
039980.KQ,⛔ EXCLUDE,과상승(저점대비 +58%),-,-,과상승,72.0,15.0,58.0,폴라리스AI
007820.KQ,⛔ EXCLUDE,과상승(저점대비 +80%),-,도지,과상승,52.0,39.0,80.0,엠엑스로보틱스
