ticker,c,oc_%,vol_ratio,dol_M,dol_avg10_M,dol_x,run2d_%,close_pos,매수참고,손절,익절목표
TVRD,3.8,-12.2,18.3,28.4,42.9,0.7,22.6,0.02,3.8,3.657,4.18
TPTS,18.59,-7.0,451.5,10.1,0.2,48.8,-9.3,0.0,18.59,18.032,20.449
IOTR,3.77,-10.7,64.7,5.2,10.6,0.5,49.6,0.27,3.77,3.492,4.147
