ticker,c,oc_%,vol_ratio,dol_M,dol_avg10_M,dol_x,run2d_%,close_pos,매수참고,손절,익절목표
TNON,0.6215,-7.9,5486.3,168.5,1.2,136.7,3.2,0.24,0.622,0.549,0.684
CRMT,3.01,-14.6,19.9,145.3,5.0,29.3,36.2,0.21,3.01,2.784,3.311
BIRD,5.51,-10.8,33.3,61.1,35.1,1.7,0.5,0.03,5.51,5.286,6.061
ECX,1.02,-6.4,24.2,32.6,2.0,16.4,-9.7,0.17,1.02,0.97,1.122
SUGP,0.9154,-11.1,10.8,16.5,34.3,0.5,-12.0,0.03,0.915,0.883,1.007
NFLW,16.74,-5.5,34.3,5.6,0.2,30.1,-7.1,0.2,16.74,15.986,18.414
