ticker,c,oc_%,vol_ratio,dol_M,dol_avg10_M,dol_x,run2d_%,close_pos,매수참고,손절,익절목표
ACI,11.44,-8.5,10.6,546.7,90.8,6.0,-22.3,0.28,11.44,10.69,12.584
DOMO,3.95,-7.8,32.7,121.8,4.0,30.2,14.8,0.31,3.95,3.618,4.345
SMCZ,6.33,-5.5,16.2,36.3,14.7,2.5,-42.5,0.57,6.33,5.587,6.963
PLAG,0.6968,-9.6,195.0,28.7,1.7,17.2,29.4,0.42,0.697,0.59,0.766
NVA.WS,9.0,-12.5,310.7,22.8,0.2,147.9,-6.5,0.53,9.0,5.442,9.9
LABT,3.06,-13.8,22.7,6.3,27.7,0.2,64.5,0.37,3.06,2.687,3.366
