ticker,pass,n_signals,trend,recent_signals,last_candle
CCXI,True,2,불명,"양봉스프링@D-4, 꼬리군@D-0",-
QNRX,True,1,하락,꼬리군@D-1,-
PASG,True,1,하락,위꼬리양봉@D-3,-
HSCS,False,0,횡보,-,-
