ticker,c,oc_%,vol_ratio,dol_M,dol_avg10_M,dol_x,run2d_%,close_pos,매수참고,손절,익절목표
ARBE,0.7431,-10.0,184.7,75.2,0.5,162.9,18.9,0.14,0.743,0.704,0.817
LASE,0.9511,-13.5,15.2,15.3,2.2,7.0,-32.1,0.01,0.951,0.922,1.046
CMND,1.03,-10.4,47.6,3.2,2.0,1.6,-39.4,0.48,1.03,0.892,1.133
PATX,11.23,-13.5,13.5,2.7,1.2,2.3,-44.6,0.11,11.23,10.68,12.353
MUG,16.6,-5.3,13.4,2.1,0.2,9.0,8.4,0.05,16.6,16.058,18.26
