ticker,c,oc_%,vol_ratio,dol_M,dol_avg10_M,dol_x,run2d_%,close_pos,매수참고,손절,익절목표
OPI,18.0,-5.3,183.5,174.4,14.5,12.0,-2.7,0.32,18.0,16.791,19.8
PMAX,1.91,-7.3,218.2,19.2,1.7,11.4,15.1,0.48,1.91,1.659,2.101
FGMC,8.3,-9.8,107.3,18.8,0.4,45.1,-11.5,0.24,8.3,7.76,9.13
TRUG,1.19,-12.5,83.0,17.0,0.4,46.9,-0.8,0.12,1.19,1.067,1.309
ISUL,12.27,-11.6,21.6,12.2,1.6,7.7,-23.5,0.02,12.27,11.867,13.497
GLXG,1.05,-11.8,226.8,10.7,0.4,29.3,-16.0,0.08,1.05,0.97,1.155
