ticker,c,oc_%,vol_ratio,dol_M,dol_avg10_M,dol_x,run2d_%,close_pos,매수참고,손절,익절목표
SXTC,2.02,-14.8,2538.0,53.5,0.1,531.9,-16.9,0.52,2.02,1.576,2.222
LGCL,0.9515,-5.8,107.6,11.3,0.3,43.6,-4.8,0.0,0.952,0.923,1.047
SNTG,2.13,-9.4,1171.7,9.5,0.9,11.0,0.9,0.14,2.13,1.95,2.343
