ticker,c,oc_%,vol_ratio,dol_M,dol_avg10_M,dol_x,run2d_%,close_pos,매수참고,손절,익절목표
MOBX,1.81,-11.5,124.8,40.8,0.6,72.5,-8.6,0.2,1.81,1.698,1.991
EXYN,2.65,-12.5,110.3,21.5,0.4,55.6,-18.5,0.18,2.65,2.443,2.915
