ticker,pass,n_signals,trend,recent_signals,last_candle
NCPL,True,1,상승,꼬리군@D-0,-
PAAI,True,1,하락,양봉스프링@D-3,-
MX,False,0,하락,-,-
ENRD,False,0,불명,-,-
TOMZ,False,0,횡보,-,-
SPRU,False,0,하락,-,-
