sym,verdict,reason,signals,last_candle,base,drop_peak_%,pos_in_base_%,from_low_%,name
357880.KQ,⛔ EXCLUDE,과상승(저점대비 +54%),-,-,과상승,86.0,14.0,54.0,SKAI
307180.KQ,⛔ EXCLUDE,과상승(저점대비 +79%),-,-,과상승,59.0,24.0,79.0,아이엘
047770.KQ,⛔ EXCLUDE,과상승(저점대비 +101%),"위꼬리양봉, 작은몸통양꼬리양봉, 상승펀치",작은몸통양꼬리양봉,과상승,61.0,24.0,101.0,코데즈컴바인
006340.KS,⛔ EXCLUDE,과상승(저점대비 +490%),-,-,과상승,36.0,60.0,490.0,대원전선
032500.KQ,⛔ EXCLUDE,과상승(저점대비 +117%),-,-,과상승,75.0,23.0,117.0,케이엠더블유
064260.KQ,⛔ EXCLUDE,과상승(저점대비 +87%),-,-,과상승,76.0,23.0,87.0,다날
010060.KS,⛔ EXCLUDE,과상승(저점대비 +247%),상승펀치,-,과상승,54.0,38.0,247.0,OCI홀딩스
006360.KS,⛔ EXCLUDE,과상승(저점대비 +54%),-,-,과상승,53.0,28.0,54.0,GS건설
272210.KS,⛔ EXCLUDE,과상승(저점대비 +278%),"작은몸통양꼬리양봉, 위꼬리양봉",-,과상승,66.0,27.0,278.0,한화시스템
086790.KS,⛔ EXCLUDE,과상승(저점대비 +143%),-,-,과상승,12.0,81.0,143.0,하나금융지주
091440.KQ,⛔ EXCLUDE,과상승(저점대비 +56%),-,-,과상승,83.0,14.0,56.0,한울소재과학
028050.KS,⛔ EXCLUDE,과상승(저점대비 +169%),"위꼬리양봉, 상승펀치",-,과상승,35.0,54.0,169.0,삼성E&A
217730.KQ,⛔ EXCLUDE,과상승(저점대비 +108%),위꼬리양봉,도지,과상승,52.0,32.0,108.0,강스템바이오텍
047040.KS,⛔ EXCLUDE,과상승(저점대비 +335%),-,-,과상승,68.0,26.0,335.0,대우건설
077360.KQ,⛔ EXCLUDE,과상승(저점대비 +177%),-,-,과상승,58.0,31.0,177.0,덕산하이메탈
000720.KS,⛔ EXCLUDE,과상승(저점대비 +293%),양봉스프링,양봉스프링,과상승,52.0,40.0,293.0,현대건설
412350.KQ,⛔ EXCLUDE,과상승(저점대비 +135%),상승펀치,-,과상승,82.0,16.0,135.0,레이저쎌
092870.KQ,⛔ EXCLUDE,과상승(저점대비 +56%),-,-,과상승,69.0,14.0,56.0,엑시콘
005440.KS,⛔ EXCLUDE,과상승(저점대비 +206%),상승펀치,-,과상승,40.0,50.0,206.0,현대지에프홀딩스
009420.KS,⛔ EXCLUDE,과상승(저점대비 +81%),-,-,과상승,41.0,40.0,81.0,한올바이오파마
161390.KS,⛔ EXCLUDE,과상승(저점대비 +96%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,14.0,75.0,96.0,한국타이어앤테크놀로지
322000.KS,⛔ EXCLUDE,과상승(저점대비 +503%),상승펀치,-,과상승,56.0,39.0,503.0,HD현대에너지솔루션
121440.KQ,⛔ EXCLUDE,과상승(저점대비 +117%),양봉스프링,-,과상승,40.0,99.0,117.0,골프존홀딩스
900290.KQ,⛔ EXCLUDE,과상승(저점대비 +58%),"위꼬리양봉, 작은몸통양꼬리양봉, 양봉스프링",양봉스프링,과상승,55.0,23.0,58.0,GRT
241560.KS,⛔ EXCLUDE,과상승(저점대비 +79%),상승펀치,-,과상승,25.0,57.0,79.0,두산밥캣
396300.KQ,⛔ EXCLUDE,과상승(저점대비 +104%),위꼬리양봉,-,과상승,65.0,37.0,104.0,세아메카닉스
054920.KQ,⛔ EXCLUDE,과상승(저점대비 +70%),양봉스프링,-,과상승,67.0,22.0,70.0,한컴위드
017960.KS,⛔ EXCLUDE,과상승(저점대비 +127%),"위꼬리양봉, 상승펀치",-,과상승,61.0,27.0,127.0,한국카본
316140.KS,⛔ EXCLUDE,과상승(저점대비 +145%),상승펀치,-,과상승,19.0,72.0,145.0,우리금융지주
001450.KS,⛔ EXCLUDE,과상승(저점대비 +94%),위꼬리양봉,-,과상승,13.0,76.0,94.0,현대해상
066430.KQ,⛔ EXCLUDE,과상승(저점대비 +361%),-,-,과상승,61.0,34.0,361.0,아이로보틱스
234340.KQ,⛔ EXCLUDE,과상승(저점대비 +107%),양봉스프링,양봉스프링,과상승,64.0,23.0,107.0,헥토파이낸셜
170920.KQ,⛔ EXCLUDE,과상승(저점대비 +348%),-,-,과상승,43.0,51.0,348.0,엘티씨
332570.KQ,⛔ EXCLUDE,과상승(저점대비 +262%),-,-,과상승,52.0,41.0,262.0,PS일렉트로닉스
006800.KS,⛔ EXCLUDE,과상승(저점대비 +426%),-,-,과상승,61.0,34.0,426.0,미래에셋증권
078930.KS,⛔ EXCLUDE,과상승(저점대비 +156%),상승펀치,도지,과상승,11.0,83.0,156.0,GS
001740.KS,⛔ EXCLUDE,과상승(저점대비 +92%),양봉스프링,양봉스프링,과상승,55.0,28.0,92.0,SK네트웍스
032820.KQ,⛔ EXCLUDE,과상승(저점대비 +521%),-,-,과상승,70.0,26.0,521.0,우리기술
120110.KS,⛔ EXCLUDE,과상승(저점대비 +87%),-,-,과상승,58.0,28.0,87.0,코오롱인더
046120.KQ,⛔ EXCLUDE,과상승(저점대비 +130%),양봉스프링,양봉스프링,과상승,75.0,16.0,130.0,오르비텍
368770.KQ,⛔ EXCLUDE,과상승(저점대비 +294%),-,-,과상승,63.0,31.0,294.0,파이버프로
160980.KQ,⛔ EXCLUDE,과상승(저점대비 +308%),"위꼬리양봉, 양봉스프링",양봉스프링,과상승,37.0,56.0,308.0,싸이맥스
005690.KS,⛔ EXCLUDE,과상승(저점대비 +136%),위꼬리양봉,-,과상승,52.0,35.0,136.0,파미셀
083450.KQ,⛔ EXCLUDE,과상승(저점대비 +240%),-,-,과상승,39.0,52.0,240.0,GST
105840.KS,⛔ EXCLUDE,과상승(저점대비 +134%),"위꼬리양봉, 양봉스프링",양봉스프링,과상승,58.0,29.0,134.0,우진
010580.KS,⛔ EXCLUDE,과상승(저점대비 +82%),-,-,과상승,71.0,24.0,82.0,에스엠벡셀
028670.KS,⛔ EXCLUDE,과상승(저점대비 +82%),-,-,과상승,35.0,69.0,82.0,팬오션
425420.KQ,⛔ EXCLUDE,과상승(저점대비 +157%),-,-,과상승,62.0,27.0,157.0,티에프이
001120.KS,⛔ EXCLUDE,과상승(저점대비 +58%),"위꼬리양봉, 상승펀치",-,과상승,35.0,40.0,58.0,LX인터내셔널
290720.KQ,⛔ EXCLUDE,과상승(저점대비 +72%),-,-,과상승,89.0,50.0,72.0,푸드나무
194370.KS,⛔ EXCLUDE,과상승(저점대비 +87%),-,-,과상승,24.0,59.0,87.0,제이에스코퍼레이션
228340.KQ,⛔ EXCLUDE,과상승(저점대비 +58%),작은몸통양꼬리양봉,-,과상승,66.0,16.0,58.0,동양파일
340810.KQ,⛔ EXCLUDE,과상승(저점대비 +51%),-,-,과상승,83.0,22.0,51.0,시선AI
002220.KS,⛔ EXCLUDE,과상승(저점대비 +79%),양봉스프링,양봉스프링,과상승,57.0,26.0,79.0,한일철강
