sym,verdict,reason,signals,last_candle,base,drop_peak_%,pos_in_base_%,from_low_%,name
079650.KQ,⚠ CHECK,최근 상승캔들 없음,-,도지,베이스(완만),59.0,41.0,0.0,서산
009190.KS,⚠ CHECK,최근 상승캔들 없음,-,도지,베이스(완만),76.0,29.0,38.0,대양금속
067990.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,베이스근접,70.0,9.0,6.0,도이치모터스
264850.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),51.0,19.0,32.0,이랜시스
002140.KS,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),82.0,22.0,29.0,고려산업
455900.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,데이터부족,,,,엔젤로보틱스
459550.KQ,⚠ CHECK,일봉 없음,-,,-,,,,알트
059120.KQ,⛔ EXCLUDE,과상승(저점대비 +125%),-,-,과상승,60.0,27.0,125.0,아진엑스텍
291810.KQ,⛔ EXCLUDE,과상승(저점대비 +62%),"위꼬리양봉, 작은몸통양꼬리양봉, 상승다람쥐",작은몸통양꼬리양봉,과상승,92.0,10.0,62.0,핀텔
225430.KQ,⛔ EXCLUDE,과상승(저점대비 +64%),"작은몸통양꼬리양봉, 양봉스프링",도지,과상승,88.0,12.0,64.0,케이엠제약
008060.KS,⛔ EXCLUDE,과상승(저점대비 +131%),-,-,과상승,43.0,43.0,131.0,대덕
082740.KS,⛔ EXCLUDE,과상승(저점대비 +255%),-,-,과상승,59.0,34.0,255.0,한화엔진
073240.KS,⛔ EXCLUDE,과상승(저점대비 +80%),-,-,과상승,13.0,85.0,80.0,금호타이어
039830.KQ,⛔ EXCLUDE,과상승(저점대비 +326%),-,-,과상승,17.0,79.0,326.0,오로라
110990.KQ,⛔ EXCLUDE,과상승(저점대비 +56%),양봉스프링,양봉스프링,과상승,53.0,28.0,56.0,디아이티
003550.KS,⛔ EXCLUDE,과상승(저점대비 +73%),상승펀치,-,과상승,46.0,34.0,73.0,LG
000990.KS,⛔ EXCLUDE,과상승(저점대비 +186%),-,-,과상승,64.0,27.0,186.0,DB하이텍
168360.KQ,⛔ EXCLUDE,과상승(저점대비 +273%),양봉스프링,양봉스프링,과상승,67.0,27.0,273.0,펨트론
003160.KS,⛔ EXCLUDE,과상승(저점대비 +104%),위꼬리양봉,-,과상승,52.0,32.0,104.0,디아이
246710.KQ,⛔ EXCLUDE,과상승(저점대비 +166%),위꼬리양봉,-,과상승,91.0,42.0,166.0,티앤알바이오팹
098460.KQ,⛔ EXCLUDE,과상승(저점대비 +258%),-,-,과상승,39.0,53.0,258.0,고영
044490.KQ,⛔ EXCLUDE,과상승(저점대비 +199%),양봉스프링,양봉스프링,과상승,55.0,35.0,199.0,태웅
254490.KQ,⛔ EXCLUDE,과상승(저점대비 +51%),위꼬리양봉,-,과상승,71.0,12.0,51.0,미래반도체
129920.KQ,⛔ EXCLUDE,과상승(저점대비 +77%),-,-,과상승,70.0,17.0,77.0,대성하이텍
452260.KS,⛔ EXCLUDE,과상승(저점대비 +87%),위꼬리양봉,-,과상승,55.0,28.0,87.0,한화갤러리아
179530.KQ,⛔ EXCLUDE,과상승(저점대비 +56%),-,-,과상승,82.0,18.0,56.0,애드바이오텍
094170.KQ,⛔ EXCLUDE,과상승(저점대비 +83%),"작은몸통양꼬리양봉, 상승펀치",작은몸통양꼬리양봉,과상승,52.0,29.0,83.0,동운아나텍
017670.KS,⛔ EXCLUDE,과상승(저점대비 +62%),-,-,과상승,42.0,35.0,62.0,SK텔레콤
005090.KS,⛔ EXCLUDE,과상승(저점대비 +102%),-,-,과상승,42.0,41.0,102.0,SGC에너지
067290.KQ,⛔ EXCLUDE,과상승(저점대비 +60%),-,-,과상승,64.0,30.0,60.0,JW신약
053350.KQ,⛔ EXCLUDE,과상승(저점대비 +68%),-,-,과상승,71.0,14.0,68.0,이니텍
032350.KS,⛔ EXCLUDE,과상승(저점대비 +65%),-,-,과상승,58.0,22.0,65.0,롯데관광개발
060250.KQ,⛔ EXCLUDE,과상승(저점대비 +83%),-,-,과상승,70.0,29.0,83.0,NHN KCP
036620.KQ,⛔ EXCLUDE,과상승(저점대비 +65%),"위꼬리양봉, 작은몸통양꼬리양봉",작은몸통양꼬리양봉,과상승,47.0,31.0,65.0,감성코퍼레이션
054540.KQ,⛔ EXCLUDE,과상승(저점대비 +69%),양봉스프링,양봉스프링,과상승,73.0,13.0,69.0,삼영엠텍
114810.KQ,⛔ EXCLUDE,과상승(저점대비 +60%),양봉스프링,양봉스프링,과상승,57.0,22.0,60.0,한솔아이원스
413630.KQ,⛔ EXCLUDE,과상승(저점대비 +219%),"양봉스프링, 위꼬리양봉",위꼬리양봉,과상승,38.0,53.0,219.0,씨피시스템
317400.KS,⛔ EXCLUDE,과상승(저점대비 +114%),상승펀치,-,과상승,43.0,63.0,114.0,자이에스앤디
049630.KQ,⛔ EXCLUDE,과상승(저점대비 +80%),-,-,과상승,87.0,6.0,80.0,재영솔루텍
203650.KQ,⛔ EXCLUDE,과상승(저점대비 +51%),-,-,과상승,64.0,16.0,51.0,드림시큐리티
036170.KQ,⛔ EXCLUDE,과상승(저점대비 +234%),작은몸통양꼬리양봉,-,과상승,75.0,19.0,234.0,에이치엠넥스
105560.KS,⛔ EXCLUDE,과상승(저점대비 +143%),상승펀치,-,과상승,13.0,79.0,143.0,KB금융
037030.KQ,⛔ EXCLUDE,과상승(저점대비 +67%),-,-,과상승,69.0,15.0,67.0,파워넷
090360.KQ,⛔ EXCLUDE,과상승(저점대비 +243%),-,-,과상승,64.0,28.0,243.0,로보스타
012200.KS,⛔ EXCLUDE,과상승(저점대비 +189%),-,도지,과상승,74.0,19.0,189.0,계양전기
002900.KS,⛔ EXCLUDE,과상승(저점대비 +118%),작은몸통양꼬리양봉,-,과상승,54.0,45.0,118.0,TYM
289080.KQ,⛔ EXCLUDE,과상승(저점대비 +52%),양봉스프링,양봉스프링,과상승,65.0,16.0,52.0,SV인베스트먼트
010140.KS,⛔ EXCLUDE,과상승(저점대비 +129%),상승펀치,-,과상승,40.0,46.0,129.0,삼성중공업
000270.KS,⛔ EXCLUDE,과상승(저점대비 +62%),상승펀치,-,과상승,38.0,39.0,62.0,기아
138040.KS,⛔ EXCLUDE,과상승(저점대비 +69%),"위꼬리양봉, 상승펀치",도지,과상승,17.0,66.0,69.0,메리츠금융지주
144960.KQ,⛔ EXCLUDE,과상승(저점대비 +151%),작은몸통양꼬리양봉,-,과상승,20.0,71.0,151.0,뉴파워프라즈마
218410.KQ,⛔ EXCLUDE,과상승(저점대비 +302%),양봉스프링,양봉스프링,과상승,66.0,28.0,302.0,RFHIC
084370.KQ,⛔ EXCLUDE,과상승(저점대비 +271%),작은몸통양꼬리양봉,-,과상승,51.0,41.0,271.0,유진테크
089030.KQ,⛔ EXCLUDE,과상승(저점대비 +59%),양봉스프링,양봉스프링,과상승,44.0,32.0,59.0,테크윙
006910.KQ,⛔ EXCLUDE,과상승(저점대비 +174%),-,-,과상승,68.0,23.0,174.0,보성파워텍
039440.KQ,⛔ EXCLUDE,과상승(저점대비 +61%),상승펀치,-,과상승,49.0,28.0,61.0,에스티아이
159010.KQ,⛔ EXCLUDE,과상승(저점대비 +306%),-,-,과상승,42.0,51.0,306.0,아스플로
200710.KQ,⛔ EXCLUDE,과상승(저점대비 +122%),작은몸통양꼬리양봉,-,과상승,57.0,29.0,122.0,에이디테크놀로지
005290.KQ,⛔ EXCLUDE,과상승(저점대비 +94%),-,-,과상승,46.0,36.0,94.0,동진쎄미켐
093370.KS,⛔ EXCLUDE,과상승(저점대비 +137%),-,-,과상승,66.0,26.0,137.0,후성
052690.KS,⛔ EXCLUDE,과상승(저점대비 +81%),양봉스프링,양봉스프링,과상승,55.0,27.0,81.0,한전기술
180640.KS,⛔ EXCLUDE,과상승(저점대비 +89%),-,도지,과상승,36.0,45.0,89.0,한진칼
044340.KQ,⛔ EXCLUDE,과상승(저점대비 +56%),-,-,과상승,78.0,30.0,56.0,위닉스
052020.KQ,⛔ EXCLUDE,과상승(저점대비 +82%),작은몸통양꼬리양봉,-,과상승,73.0,18.0,82.0,에스티큐브
078890.KQ,⛔ EXCLUDE,과상승(저점대비 +54%),양봉스프링,양봉스프링,과상승,81.0,16.0,54.0,가온그룹
003470.KS,⛔ EXCLUDE,과상승(저점대비 +78%),"위꼬리양봉, 양봉스프링",양봉스프링,과상승,48.0,32.0,78.0,유안타증권
375500.KS,⛔ EXCLUDE,과상승(저점대비 +105%),상승펀치,-,과상승,45.0,38.0,105.0,DL이앤씨
064350.KS,⛔ EXCLUDE,과상승(저점대비 +226%),상승펀치,-,과상승,53.0,38.0,226.0,현대로템
417840.KQ,⛔ EXCLUDE,과상승(저점대비 +442%),양봉스프링,양봉스프링,과상승,59.0,36.0,442.0,저스템
161890.KS,⛔ EXCLUDE,과상승(저점대비 +92%),-,-,과상승,24.0,61.0,92.0,한국콜마
252990.KQ,⛔ EXCLUDE,과상승(저점대비 +213%),-,-,과상승,35.0,56.0,213.0,샘씨엔에스
058430.KS,⛔ EXCLUDE,과상승(저점대비 +68%),양봉스프링,양봉스프링,과상승,59.0,22.0,68.0,포스코스틸리온
108490.KQ,⛔ EXCLUDE,과상승(저점대비 +1169%),-,-,과상승,60.0,38.0,1169.0,로보티즈
089890.KQ,⛔ EXCLUDE,과상승(저점대비 +241%),위꼬리양봉,위꼬리양봉,과상승,62.0,31.0,241.0,코세스
195870.KS,⛔ EXCLUDE,과상승(저점대비 +170%),-,-,과상승,56.0,33.0,170.0,해성디에스
147760.KQ,⛔ EXCLUDE,과상승(저점대비 +61%),-,도지,과상승,72.0,13.0,61.0,피엠티
052710.KQ,⛔ EXCLUDE,과상승(저점대비 +404%),-,-,과상승,61.0,34.0,404.0,아모텍
353200.KS,⛔ EXCLUDE,과상승(저점대비 +652%),-,-,과상승,51.0,45.0,652.0,대덕전자
319660.KQ,⛔ EXCLUDE,과상승(저점대비 +733%),-,-,과상승,41.0,56.0,733.0,피에스케이
166090.KQ,⛔ EXCLUDE,과상승(저점대비 +141%),-,-,과상승,40.0,47.0,141.0,하나머티리얼즈
200470.KQ,⛔ EXCLUDE,과상승(저점대비 +181%),-,-,과상승,63.0,27.0,181.0,에이팩트
000500.KS,⛔ EXCLUDE,과상승(저점대비 +744%),-,-,과상승,62.0,35.0,744.0,가온전선
066570.KS,⛔ EXCLUDE,과상승(저점대비 +153%),상승펀치,-,과상승,63.0,26.0,153.0,LG전자
049080.KQ,⛔ EXCLUDE,과상승(저점대비 +105%),-,-,과상승,77.0,14.0,105.0,기가레인
005940.KS,⛔ EXCLUDE,과상승(저점대비 +135%),상승펀치,-,과상승,33.0,54.0,135.0,NH투자증권
362320.KQ,⛔ EXCLUDE,과상승(저점대비 +64%),작은몸통양꼬리양봉,-,과상승,67.0,26.0,64.0,청담글로벌
047810.KS,⛔ EXCLUDE,과상승(저점대비 +165%),상승펀치,-,과상승,41.0,47.0,165.0,한국항공우주
011690.KS,⛔ EXCLUDE,과상승(저점대비 +69%),양봉스프링,양봉스프링,과상승,69.0,15.0,69.0,와이투솔루션
420770.KQ,⛔ EXCLUDE,과상승(저점대비 +410%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,50.0,45.0,410.0,기가비스
033790.KQ,⛔ EXCLUDE,과상승(저점대비 +51%),"위꼬리양봉, 양봉스프링",양봉스프링,과상승,73.0,11.0,51.0,피노
230240.KQ,⛔ EXCLUDE,과상승(저점대비 +99%),"위꼬리양봉, 양봉스프링",양봉스프링,과상승,64.0,22.0,99.0,에치에프알
099440.KQ,⛔ EXCLUDE,과상승(저점대비 +95%),-,-,과상승,53.0,30.0,95.0,스맥
086280.KS,⛔ EXCLUDE,과상승(저점대비 +96%),"위꼬리양봉, 작은몸통양꼬리양봉",작은몸통양꼬리양봉,과상승,32.0,51.0,96.0,현대글로비스
037350.KQ,⛔ EXCLUDE,과상승(저점대비 +108%),-,-,과상승,50.0,34.0,108.0,성도이엔지
015760.KS,⛔ EXCLUDE,과상승(저점대비 +91%),작은몸통양꼬리양봉,-,과상승,50.0,32.0,91.0,한국전력
138930.KS,⛔ EXCLUDE,과상승(저점대비 +76%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,34.0,45.0,76.0,BNK금융지주
033780.KS,⛔ EXCLUDE,과상승(저점대비 +106%),-,-,과상승,7.0,87.0,106.0,KT&G
016360.KS,⛔ EXCLUDE,과상승(저점대비 +153%),상승펀치,-,과상승,39.0,49.0,153.0,삼성증권
014910.KS,⛔ EXCLUDE,과상승(저점대비 +62%),-,-,과상승,62.0,19.0,62.0,성문전자
232680.KQ,⛔ EXCLUDE,과상승(저점대비 +50%),-,-,과상승,65.0,16.0,50.0,라온로보틱스
187870.KQ,⛔ EXCLUDE,과상승(저점대비 +133%),상승펀치,-,과상승,61.0,27.0,133.0,디바이스
033160.KQ,⛔ EXCLUDE,과상승(저점대비 +171%),"작은몸통양꼬리양봉, 양봉스프링",양봉스프링,과상승,61.0,29.0,171.0,엠케이전자
138080.KQ,⛔ EXCLUDE,과상승(저점대비 +101%),-,-,과상승,73.0,16.0,101.0,오이솔루션
192820.KS,⛔ EXCLUDE,과상승(저점대비 +59%),상승펀치,-,과상승,36.0,40.0,59.0,코스맥스
015860.KS,⛔ EXCLUDE,과상승(저점대비 +74%),양봉스프링,양봉스프링,과상승,63.0,20.0,74.0,일진홀딩스
083500.KQ,⛔ EXCLUDE,과상승(저점대비 +64%),-,-,과상승,54.0,25.0,64.0,에프엔에스테크
270520.KQ,⛔ EXCLUDE,과상승(저점대비 +332%),-,-,과상승,96.0,12.0,332.0,앱튼
368600.KQ,⛔ EXCLUDE,과상승(저점대비 +117%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,89.0,13.0,117.0,아이씨에이치
017510.KQ,⛔ EXCLUDE,과상승(저점대비 +59%),양봉스프링,양봉스프링,과상승,66.0,16.0,59.0,세명전기
064290.KQ,⛔ EXCLUDE,과상승(저점대비 +246%),작은몸통양꼬리양봉,-,과상승,49.0,43.0,246.0,인텍플러스
348340.KQ,⛔ EXCLUDE,과상승(저점대비 +52%),-,-,과상승,80.0,8.0,52.0,뉴로메카
242040.KQ,⛔ EXCLUDE,과상승(저점대비 +177%),양봉스프링,양봉스프링,과상승,70.0,22.0,177.0,나무에이엑스
083650.KQ,⛔ EXCLUDE,과상승(저점대비 +476%),-,-,과상승,65.0,31.0,476.0,비에이치아이
056080.KQ,⛔ EXCLUDE,과상승(저점대비 +117%),-,-,과상승,78.0,13.0,117.0,유진로봇
178320.KQ,⛔ EXCLUDE,과상승(저점대비 +100%),상승펀치,-,과상승,60.0,25.0,100.0,서진시스템
035810.KQ,⛔ EXCLUDE,과상승(저점대비 +67%),양봉스프링,양봉스프링,과상승,55.0,24.0,67.0,이지홀딩스
010950.KS,⛔ EXCLUDE,과상승(저점대비 +155%),작은몸통양꼬리양봉,-,과상승,28.0,61.0,155.0,S-Oil
042660.KS,⛔ EXCLUDE,과상승(저점대비 +235%),상승펀치,-,과상승,45.0,46.0,235.0,한화오션
025560.KS,⛔ EXCLUDE,과상승(저점대비 +234%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,76.0,41.0,234.0,미래산업
095340.KQ,⛔ EXCLUDE,과상승(저점대비 +215%),상승펀치,-,과상승,56.0,35.0,215.0,ISC
050890.KQ,⛔ EXCLUDE,과상승(저점대비 +110%),-,-,과상승,59.0,26.0,110.0,쏠리드
068790.KQ,⛔ EXCLUDE,과상승(저점대비 +93%),-,-,과상승,36.0,70.0,93.0,DMS
356860.KQ,⛔ EXCLUDE,과상승(저점대비 +420%),상승펀치,-,과상승,61.0,34.0,420.0,티엘비
007390.KQ,⛔ EXCLUDE,과상승(저점대비 +143%),-,-,과상승,44.0,43.0,143.0,네이처셀
021240.KS,⛔ EXCLUDE,과상승(저점대비 +71%),위꼬리양봉,위꼬리양봉,과상승,20.0,62.0,71.0,코웨이
336260.KS,⛔ EXCLUDE,과상승(저점대비 +96%),양봉스프링,양봉스프링,과상승,77.0,12.0,96.0,두산퓨얼셀
005830.KS,⛔ EXCLUDE,과상승(저점대비 +103%),위꼬리양봉,-,과상승,27.0,58.0,103.0,DB손해보험
001510.KS,⛔ EXCLUDE,과상승(저점대비 +138%),-,-,과상승,67.0,22.0,138.0,SK증권
031980.KQ,⛔ EXCLUDE,과상승(저점대비 +253%),상승펀치,-,과상승,43.0,48.0,253.0,피에스케이홀딩스
323280.KQ,⛔ EXCLUDE,과상승(저점대비 +301%),"작은몸통양꼬리양봉, 양봉스프링",양봉스프링,과상승,67.0,27.0,301.0,태성
399720.KQ,⛔ EXCLUDE,과상승(저점대비 +77%),작은몸통양꼬리양봉,-,과상승,62.0,38.0,77.0,가온칩스
048550.KQ,⛔ EXCLUDE,과상승(저점대비 +99%),위꼬리양봉,위꼬리양봉,과상승,77.0,63.0,99.0,SM C&C
100840.KS,⛔ EXCLUDE,과상승(저점대비 +147%),양봉스프링,양봉스프링,과상승,63.0,26.0,147.0,SNT에너지
001200.KS,⛔ EXCLUDE,과상승(저점대비 +98%),양봉스프링,양봉스프링,과상승,40.0,42.0,98.0,유진투자증권
027360.KQ,⛔ EXCLUDE,과상승(저점대비 +58%),양봉스프링,양봉스프링,과상승,85.0,6.0,58.0,아주IB투자
003690.KS,⛔ EXCLUDE,과상승(저점대비 +108%),"작은몸통양꼬리양봉, 상승펀치",작은몸통양꼬리양봉,과상승,11.0,81.0,108.0,코리안리
032640.KS,⛔ EXCLUDE,과상승(저점대비 +55%),-,-,과상승,21.0,57.0,55.0,LG유플러스
001440.KS,⛔ EXCLUDE,과상승(저점대비 +132%),"위꼬리양봉, 꼬리군",위꼬리양봉,과상승,69.0,20.0,132.0,대한전선
139130.KS,⛔ EXCLUDE,과상승(저점대비 +128%),위꼬리양봉,-,과상승,23.0,65.0,128.0,iM금융지주
265740.KQ,⛔ EXCLUDE,과상승(저점대비 +179%),위꼬리양봉,-,과상승,39.0,50.0,179.0,엔에프씨
010170.KQ,⛔ EXCLUDE,과상승(저점대비 +2043%),-,-,과상승,73.0,26.0,2043.0,대한광통신
320000.KQ,⛔ EXCLUDE,과상승(저점대비 +59%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,76.0,19.0,59.0,한울반도체
204610.KQ,⛔ EXCLUDE,과상승(저점대비 +202%),위꼬리양봉,-,과상승,20.0,73.0,202.0,티쓰리
001820.KS,⛔ EXCLUDE,과상승(저점대비 +233%),-,-,과상승,64.0,29.0,233.0,삼화콘덴서
007660.KS,⛔ EXCLUDE,과상승(저점대비 +265%),-,-,과상승,55.0,38.0,265.0,이수페타시스
126340.KQ,⛔ EXCLUDE,과상승(저점대비 +177%),-,-,과상승,72.0,20.0,177.0,비나텍
100790.KQ,⛔ EXCLUDE,과상승(저점대비 +200%),-,-,과상승,82.0,13.0,200.0,미래에셋벤처투자
117730.KQ,⛔ EXCLUDE,과상승(저점대비 +97%),작은몸통양꼬리양봉,-,과상승,69.0,25.0,97.0,티로보틱스
036710.KQ,⛔ EXCLUDE,과상승(저점대비 +246%),-,-,과상승,53.0,39.0,246.0,심텍홀딩스
222040.KQ,⛔ EXCLUDE,과상승(저점대비 +142%),위꼬리양봉,-,과상승,37.0,64.0,142.0,코스맥스엔비티
124500.KQ,⛔ EXCLUDE,과상승(저점대비 +480%),-,-,과상승,72.0,24.0,480.0,아이티센글로벌
267250.KS,⛔ EXCLUDE,과상승(저점대비 +201%),-,-,과상승,40.0,50.0,201.0,HD현대
314130.KQ,⛔ EXCLUDE,과상승(저점대비 +51%),-,-,과상승,89.0,14.0,51.0,지놈앤컴퍼니
036540.KQ,⛔ EXCLUDE,과상승(저점대비 +91%),작은몸통양꼬리양봉,-,과상승,58.0,26.0,91.0,SFA반도체
080220.KQ,⛔ EXCLUDE,과상승(저점대비 +744%),작은몸통양꼬리양봉,-,과상승,53.0,44.0,744.0,제주반도체
000370.KS,⛔ EXCLUDE,과상승(저점대비 +55%),-,-,과상승,48.0,28.0,55.0,한화손해보험
103590.KS,⛔ EXCLUDE,과상승(저점대비 +213%),-,-,과상승,65.0,27.0,213.0,일진전기
290650.KQ,⛔ EXCLUDE,과상승(저점대비 +246%),-,-,과상승,58.0,34.0,246.0,엘앤씨바이오
071970.KS,⛔ EXCLUDE,과상승(저점대비 +216%),-,-,과상승,58.0,33.0,216.0,HD현대마린엔진
067310.KQ,⛔ EXCLUDE,과상승(저점대비 +257%),-,-,과상승,49.0,43.0,257.0,하나마이크론
019210.KQ,⛔ EXCLUDE,과상승(저점대비 +251%),-,-,과상승,41.0,51.0,251.0,와이지-원
161580.KQ,⛔ EXCLUDE,과상승(저점대비 +81%),-,-,과상승,63.0,21.0,81.0,필옵틱스
024110.KS,⛔ EXCLUDE,과상승(저점대비 +61%),"작은몸통양꼬리양봉, 상승펀치",작은몸통양꼬리양봉,과상승,30.0,47.0,61.0,기업은행
058610.KQ,⛔ EXCLUDE,과상승(저점대비 +426%),-,-,과상승,43.0,52.0,426.0,에스피지
103140.KS,⛔ EXCLUDE,과상승(저점대비 +54%),"위꼬리양봉, 양봉스프링",양봉스프링,과상승,59.0,20.0,54.0,풍산
059090.KQ,⛔ EXCLUDE,과상승(저점대비 +110%),-,-,과상승,50.0,34.0,110.0,미코
072950.KQ,⛔ EXCLUDE,과상승(저점대비 +125%),-,-,과상승,73.0,17.0,125.0,빛샘전자
007810.KS,⛔ EXCLUDE,과상승(저점대비 +500%),-,-,과상승,69.0,28.0,500.0,코리아써키트
031330.KQ,⛔ EXCLUDE,과상승(저점대비 +260%),-,-,과상승,55.0,37.0,260.0,에스에이엠티
004710.KS,⛔ EXCLUDE,과상승(저점대비 +108%),-,-,과상승,57.0,28.0,108.0,한솔테크닉스
032940.KQ,⛔ EXCLUDE,과상승(저점대비 +81%),"위꼬리양봉, 양봉스프링",양봉스프링,과상승,70.0,16.0,81.0,원익
066970.KS,⛔ EXCLUDE,과상승(저점대비 +56%),"위꼬리양봉, 상승펀치",-,과상승,79.0,15.0,56.0,엘앤에프
267270.KS,⛔ EXCLUDE,과상승(저점대비 +173%),-,-,과상승,43.0,46.0,173.0,HD건설기계
087010.KQ,⛔ EXCLUDE,과상승(저점대비 +221%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,67.0,25.0,221.0,펩트론
000250.KQ,⛔ EXCLUDE,과상승(저점대비 +70%),작은몸통양꼬리양봉,-,과상승,88.0,5.0,70.0,삼천당제약
290550.KQ,⛔ EXCLUDE,과상승(저점대비 +189%),-,-,과상승,51.0,39.0,189.0,디케이티
075580.KS,⛔ EXCLUDE,과상승(저점대비 +59%),"위꼬리양봉, 상승펀치",-,과상승,63.0,18.0,59.0,세진중공업
208640.KQ,⛔ EXCLUDE,과상승(저점대비 +64%),"양봉스프링, 작은몸통양꼬리양봉",작은몸통양꼬리양봉,과상승,97.0,6.0,64.0,썸에이지
119850.KQ,⛔ EXCLUDE,과상승(저점대비 +655%),-,-,과상승,29.0,67.0,655.0,지엔씨에너지
327260.KQ,⛔ EXCLUDE,과상승(저점대비 +976%),"작은몸통양꼬리양봉, 상승펀치",-,과상승,65.0,33.0,976.0,RF머트리얼즈
016880.KS,⛔ EXCLUDE,과상승(저점대비 +152%),-,-,과상승,62.0,27.0,152.0,웅진
122640.KQ,⛔ EXCLUDE,과상승(저점대비 +179%),-,-,과상승,51.0,38.0,179.0,예스티
175330.KS,⛔ EXCLUDE,과상승(저점대비 +104%),-,-,과상승,31.0,53.0,104.0,JB금융지주
010820.KS,⛔ EXCLUDE,과상승(저점대비 +109%),-,-,과상승,71.0,17.0,109.0,퍼스텍
126640.KQ,⛔ EXCLUDE,과상승(저점대비 +272%),-,도지,과상승,50.0,42.0,272.0,화신정공
088350.KS,⛔ EXCLUDE,과상승(저점대비 +86%),상승펀치,-,과상승,42.0,39.0,86.0,한화생명
089970.KQ,⛔ EXCLUDE,과상승(저점대비 +1091%),"작은몸통양꼬리양봉, 양봉스프링",양봉스프링,과상승,46.0,51.0,1091.0,브이엠
033640.KQ,⛔ EXCLUDE,과상승(저점대비 +155%),-,-,과상승,63.0,26.0,155.0,네패스
077970.KS,⛔ EXCLUDE,과상승(저점대비 +79%),상승펀치,-,과상승,66.0,19.0,79.0,STX엔진
441270.KQ,⛔ EXCLUDE,과상승(저점대비 +86%),-,-,과상승,50.0,32.0,86.0,파인엠텍
002070.KS,⛔ EXCLUDE,과상승(저점대비 +70%),"작은몸통양꼬리양봉, 양봉스프링",양봉스프링,과상승,95.0,8.0,70.0,비비안
085910.KQ,⛔ EXCLUDE,과상승(저점대비 +474%),상승펀치,-,과상승,56.0,39.0,474.0,네오티스
241520.KQ,⛔ EXCLUDE,과상승(저점대비 +247%),"작은몸통양꼬리양봉, 양봉스프링",양봉스프링,과상승,62.0,30.0,247.0,DSC인베스트먼트
034020.KS,⛔ EXCLUDE,과상승(저점대비 +343%),-,-,과상승,52.0,42.0,343.0,두산에너빌리티
043260.KQ,⛔ EXCLUDE,과상승(저점대비 +1569%),-,-,과상승,75.0,24.0,1569.0,성호전자
055550.KS,⛔ EXCLUDE,과상승(저점대비 +137%),-,도지,과상승,11.0,82.0,137.0,신한지주
382800.KQ,⛔ EXCLUDE,과상승(저점대비 +75%),-,-,과상승,58.0,23.0,75.0,지앤비에스 에코
074600.KQ,⛔ EXCLUDE,과상승(저점대비 +62%),-,-,과상승,46.0,31.0,62.0,원익QnC
330860.KQ,⛔ EXCLUDE,과상승(저점대비 +168%),-,-,과상승,63.0,27.0,168.0,네패스아크
003720.KS,⛔ EXCLUDE,과상승(저점대비 +109%),"작은몸통양꼬리양봉, 양봉스프링",양봉스프링,과상승,55.0,30.0,109.0,삼영
356680.KQ,⛔ EXCLUDE,과상승(저점대비 +217%),-,-,과상승,68.0,24.0,217.0,엑스게이트
451800.KS,⛔ EXCLUDE,과상승(저점대비 +53%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,27.0,48.0,53.0,한화리츠
017800.KS,⛔ EXCLUDE,과상승(저점대비 +74%),작은몸통양꼬리양봉,-,과상승,40.0,39.0,74.0,현대엘리베이터
204620.KQ,⛔ EXCLUDE,과상승(저점대비 +74%),-,-,과상승,39.0,40.0,74.0,글로벌텍스프리
080580.KQ,⛔ EXCLUDE,과상승(저점대비 +190%),상승펀치,-,과상승,64.0,29.0,190.0,오킨스전자
041960.KQ,⛔ EXCLUDE,과상승(저점대비 +102%),-,-,과상승,35.0,51.0,102.0,코미팜
281820.KS,⛔ EXCLUDE,과상승(저점대비 +207%),-,-,과상승,44.0,46.0,207.0,케이씨텍
010120.KS,⛔ EXCLUDE,과상승(저점대비 +632%),-,-,과상승,45.0,52.0,632.0,LS ELECTRIC
005950.KS,⛔ EXCLUDE,과상승(저점대비 +151%),"위꼬리양봉, 상승펀치",-,과상승,68.0,57.0,151.0,이수화학
187660.KQ,⛔ EXCLUDE,과상승(저점대비 +293%),양봉스프링,양봉스프링,과상승,80.0,16.0,293.0,페니트리움바이오
009830.KS,⛔ EXCLUDE,과상승(저점대비 +82%),상승펀치,-,과상승,61.0,27.0,82.0,한화솔루션
122350.KQ,⛔ EXCLUDE,과상승(저점대비 +52%),-,-,과상승,82.0,29.0,52.0,삼기
004310.KS,⛔ EXCLUDE,과상승(저점대비 +79%),-,-,과상승,66.0,18.0,79.0,현대약품
097230.KS,⛔ EXCLUDE,과상승(저점대비 +620%),작은몸통양꼬리양봉,-,과상승,54.0,42.0,620.0,HJ중공업
052460.KQ,⛔ EXCLUDE,과상승(저점대비 +151%),양봉스프링,-,과상승,38.0,95.0,151.0,아이크래프트
