ticker,pass,n_signals,trend,recent_signals,last_candle
INO,True,1,하락,작은몸통양꼬리양봉@D-2,-
DCX,True,1,하락,양봉스프링@D-4,-
ZONE,True,1,횡보,작은몸통양꼬리양봉@D-3,도지
