ticker,c,oc_%,vol_ratio,dol_M,dol_avg10_M,dol_x,run2d_%,close_pos,매수참고,손절,익절목표
TC,4.8,-6.6,4214.1,314.1,1.5,206.5,-40.1,0.45,4.8,3.463,5.28
CANF,4.63,-7.8,575.0,266.2,7.2,37.1,58.6,0.37,4.63,3.705,5.093
CODX,3.08,-6.7,39.5,20.9,1.2,17.1,3.4,0.2,3.08,2.629,3.388
BTOG,1.24,-10.1,207.4,17.2,4.1,4.2,0.8,0.06,1.24,1.183,1.364
DXST,2.05,-11.3,83.1,7.5,0.3,29.2,3.0,0.48,2.05,1.688,2.255
CELZ,1.27,-6.6,26.5,6.3,27.7,0.2,56.8,0.5,1.27,1.135,1.397
UPC,5.56,-10.7,58.4,5.9,75.1,0.1,-54.4,0.35,5.56,4.831,6.116
INTZ,0.8215,-9.2,44.9,3.4,9.9,0.3,20.7,0.6,0.822,0.674,0.904
