ticker,c,oc_%,vol_ratio,dol_M,dol_avg10_M,dol_x,run2d_%,close_pos,매수참고,손절,익절목표
GME,19.06,-6.8,15.8,795.1,68.6,11.6,-12.9,0.26,19.06,17.989,20.966
UPC,6.48,-7.7,643.1,181.6,3.9,46.3,86.2,0.33,6.48,5.345,7.128
PUSA,2.73,-8.4,19.2,14.9,1.1,13.5,-9.0,0.31,2.73,2.522,3.003
RUBI,2.34,-5.6,16.7,12.9,1.4,9.0,3.1,0.35,2.34,2.076,2.574
ABTS,1.0307,-6.3,191.1,4.3,0.0,167.2,-8.8,0.01,1.031,0.999,1.134
