ticker,pass,n_signals,trend,recent_signals,last_candle
TPST,True,1,하락,작은몸통양꼬리양봉@D-2,-
CANG,True,1,하락,꼬리군@D-1,-
PSNYW,False,0,횡보,-,-
SLGB,False,0,하락,-,-
BMGL,False,0,하락,-,-
