ticker,c,oc_%,vol_ratio,dol_M,dol_avg10_M,dol_x,run2d_%,close_pos,매수참고,손절,익절목표
BIAF,0.4733,-11.1,334.9,80.5,0.2,460.2,17.7,0.28,0.473,0.422,0.521
WFF,2.22,-11.0,14.5,57.4,25.9,2.2,54.2,0.09,2.22,2.095,2.442
GNPX,3.95,-6.8,41.4,17.0,0.8,22.0,-8.6,0.12,3.95,3.715,4.345
TGL,2.67,-9.2,329.1,14.4,0.0,348.8,-11.0,0.04,2.67,2.58,2.937
IVF,1.43,-8.3,61.7,5.4,18.4,0.3,47.2,0.35,1.43,1.31,1.573
BIDG,6.7965,-8.8,26.1,4.3,0.3,15.5,-24.8,0.16,6.796,6.387,7.476
TWG,1.04,-9.2,131.2,4.2,0.1,66.1,-9.6,0.0,1.04,1.009,1.144
UCL,0.49,-6.7,605.4,3.7,6.2,0.6,-32.9,0.59,0.49,0.427,0.539
