ticker,c,oc_%,vol_ratio,dol_M,dol_avg10_M,dol_x,run2d_%,close_pos,매수참고,손절,익절목표
GMM,2.93,-14.8,66.5,67.5,10.5,6.4,8.5,0.18,2.93,2.541,3.223
EGG,3.92,-12.9,26.7,16.9,8.5,2.0,91.2,0.45,3.92,3.23,4.312
LMNX,7.3029,-13.8,11.2,3.8,0.7,5.5,-48.0,0.18,7.303,6.693,8.033
OBAI,0.5206,-8.8,14.3,3.0,0.2,13.3,11.3,0.12,0.521,0.486,0.573
GRCE,2.08,-5.5,12.9,2.8,0.4,7.1,-9.6,0.58,2.08,1.794,2.288
