ticker,c,oc_%,vol_ratio,dol_M,dol_avg10_M,dol_x,run2d_%,close_pos,매수참고,손절,익절목표
FRTT,1.29,-9.8,414.9,114.5,0.1,777.6,29.6,0.12,1.29,1.203,1.419
WYHG,7.39,-8.0,495.8,87.0,63.8,1.4,66.8,0.38,7.39,5.966,8.129
OPFI,6.59,-12.1,22.7,61.3,4.7,13.0,-29.9,0.08,6.59,6.305,7.249
WAFU,1.665,-9.0,1166.6,33.3,4.9,6.8,15.6,0.25,1.665,1.533,1.832
PAL,5.1,-10.8,49.7,28.7,1.1,27.2,-30.5,0.05,5.1,4.908,5.61
GENK,2.0,-5.7,115.3,3.9,1.4,2.9,2.0,0.09,2.0,1.911,2.2
WFF,2.03,-13.6,114.7,3.6,7.8,0.5,-11.7,0.46,2.03,1.683,2.233
AUUD,1.25,-5.3,27.3,3.5,18.2,0.2,52.0,0.27,1.25,1.183,1.375
