ticker,c,oc_%,vol_ratio,dol_M,dol_avg10_M,dol_x,run2d_%,close_pos,매수참고,손절,익절목표
CLPT,16.81,-7.4,20.3,115.7,6.7,17.4,24.3,0.07,16.81,16.17,18.491
UTSI,2.93,-14.8,5643.3,54.6,0.0,3670.0,-7.7,0.4,2.93,2.386,3.223
CRVO,3.81,-7.0,28.4,20.0,93.5,0.2,53.6,0.46,3.81,3.424,4.191
TGE,1.08,-8.5,327.1,9.6,0.8,11.9,-6.9,0.23,1.08,0.994,1.188
CNTX,0.6,-9.9,11.9,4.5,2.7,1.7,-11.6,0.21,0.6,0.564,0.66
IVDA,0.4576,-6.6,16.8,4.4,19.7,0.2,44.7,0.36,0.458,0.425,0.503
ERNA,5.89,-7.8,13.9,2.3,0.3,8.4,-6.5,0.21,5.89,5.49,6.479
