ticker,pass,n_signals,trend,recent_signals,last_candle
OBAI,True,3,하락,"작은몸통양꼬리양봉@D-0, 상승다람쥐@D-0, 양봉팽이군@D-0",작은몸통양꼬리양봉
LMNX,True,2,하락,"작은몸통양꼬리양봉@D-0, 꼬리군@D-1",작은몸통양꼬리양봉
EGG,True,1,횡보,위꼬리양봉@D-0,위꼬리양봉
GMM,False,0,하락,-,도지
GRCE,False,0,하락,-,-
