ticker,pass,n_signals,trend,recent_signals,last_candle
JZXN,True,2,횡보,"작은몸통양꼬리양봉@D-3, 양봉팽이군@D-3",-
MTNB,True,1,하락,꼬리군@D-2,-
DCOY,True,1,하락,꼬리군@D-2,-
