ticker,date,ratio,dollar_surge_x,avg_dollar_vol_M,dollar_vol_M,intraday_chg_%,gap_%,close_pos,range_%,price,prior7_%,up_streak,fwd_oc_net_%
UBXG,2026-06-12,276.912887239273,189.82963879525832,1.4674847588931912,278.57210171824124,30.29801324503311,26.096033402922757,0.570230607966457,78.97350993377482,7.87,159.73597359735976,3,13.66766467065868
UBXG,2026-06-15,25.217516223538194,1.1701325789879633,29.287016627354937,34.2696922970302,16.16766467065868,6.099110546378647,0.514285714285714,41.91616766467066,9.7,211.89710610932474,4,-3.6213047910295737
UCAR,2026-05-20,27.187787187094088,18.764016582288203,0.56615196685026,10.623284894073361,8.800000000000008,0.0,0.6470588235294126,13.599999999999996,1.36,-6.206896551724128,1,0.9246575342465788
UCAR,2026-05-21,21.93969212342873,6.893989223377788,1.5241018162249922,10.507141496385609,3.424657534246579,7.352941176470577,0.4000000000000003,20.547945205479458,1.51,11.851851851851848,2,-2.5
UCAR,2026-06-09,10.360152958774014,6.87283642531156,0.4444387396415638,3.0545547586281003,-2.2556390977443628,-1.4814814814814827,0.3333333333333338,11.278195488721797,1.3,-5.797101449275354,0,-7.224409448818902
UCAR,2026-06-11,14.15151573654393,6.825610190665424,0.6336940507537018,4.3253485705885195,5.128205128205133,-3.305785123966945,0.5945945945945945,15.811965811965797,1.23,-12.142857142857133,1,2.7173913043478315
UFG,2026-06-02,54.6710066371546,9.830140386937535,0.510004145552378,5.0134123487,4.061761023786341,-1.141364136413638,0.3560780941877961,14.883711225483387,0.7481,6.113475177304961,3,-0.9925373134328364
UK,2026-06-09,82.830964504165,81.76931187324233,0.41490861004906604,33.92679153399557,1.1718749999999925,-13.22033898305085,0.7666666666666665,23.437500000000004,2.59,-21.036585365853654,0,-3.7605042016806642
UK,2026-06-10,16.489017506566253,2.112733203312125,3.7998965676586227,8.02816764764415,-1.2605042016806642,-8.108108108108107,0.7073170731707316,17.226890756302527,2.35,-24.679487179487182,0,1.5178571428571361
USBC,2026-05-12,293.09870292206983,,,58.43291431235544,21.189655172413797,14.173228346456684,0.41336712068419373,54.43103448275862,0.7029,86.69322709163345,4,-4.239130434782594
USBC,2026-05-13,11.719189383184872,,,4.190281893042522,-1.7391304347825942,-1.8352539479300076,0.48312993539124216,20.188405797101446,0.678,67.4074074074074,0,-21.129150553407126
VACI,2026-05-15,10.014813326104829,9.318305107797489,1.649341091757146,15.3690635198209,1.0794896957801885,0.0,1.0,1.1776251226692935,10.3,1.7786561264822254,3,-2.4029126213592256
VBIO,2026-06-11,118.633901451086,81.46044142686847,0.05121572485283851,4.172055554509264,-4.793650793650794,-20.96349266089575,0.27843803056027205,18.6984126984127,0.5998,-8.66453479518805,0,-7.149595687331548
VCIG,2026-05-22,232.83422449626258,441.85992776305824,0.0956954542784651,42.28398651473563,55.48281505728314,5.9843885516045106,0.7964820468091294,80.4185176525602,1.33,68.35443037974684,4,72.72658610271903
VCIG,2026-05-26,583.5797277979606,53.54901445685636,4.3154310241645435,231.0870783005536,75.22658610271903,24.436090225563905,0.8636363636363635,106.34441087613294,2.9,265.23929471032744,5,36.85860058309038
VCIG,2026-05-27,139.99869550801006,3.997457551059306,27.413933247303785,109.58603446367027,39.35860058309038,18.275862068965527,0.8857142857142857,51.020408163265316,4.78,508.14249363867685,6,51.900000000000006
VERU,2026-06-04,1335.763427446745,2466.2554949839055,0.159278576744829,392.8216651301503,94.03669724770643,-3.111111111111104,0.40613026819923376,239.44954128440367,4.23,83.11688311688312,1,-21.93127962085308
VERU,2026-06-05,155.3706739373622,0.9312532285149299,39.437165368387454,36.725987572788,-19.43127962085308,-0.23640661938535873,0.08421052631578957,22.51184834123222,3.4,45.922746781115876,0,-8.160377358490571
VERU,2026-06-08,31.137838903514712,0.1845065018350911,43.10428315371932,7.953020498802001,-5.660377358490571,-6.47058823529411,0.26448955575169186,10.688679245283021,3.0,29.31034482758621,0,-0.18976897689768002
VIVK,2026-06-09,14.890701253389873,0.955565405888376,3.1333593360603085,2.994129785756601,-10.0,-2.3809523809523827,0.21123595505617976,79.59349593495935,0.5535,-59.00000000000001,0,10.714222536706172
VMAR,2026-06-02,16.936171455284,16.86607558162285,0.3384532954252403,5.708378861491431,-3.1927710843373633,-8.62385321100917,0.5765363128491617,17.97188755020081,4.821,-34.31880108991826,0,-7.291666666666657
