ticker,c,oc_%,vol_ratio,dol_M,dol_avg10_M,dol_x,run2d_%,close_pos,매수참고,손절,익절목표
LIDR,1.47,-6.7,313.2,191.1,0.5,354.9,27.8,0.39,1.47,1.319,1.617
UPC,4.27,-7.4,86.3,6.7,0.1,46.6,-12.9,0.02,4.27,4.132,4.697
CDT,1.48,-12.9,19.8,4.0,0.3,12.8,-12.4,0.26,1.48,1.358,1.628
