ticker,c,oc_%,vol_ratio,dol_M,dol_avg10_M,dol_x,run2d_%,close_pos,매수참고,손절,익절목표
NXTC,6.17,-5.7,51.5,26.1,75.9,0.3,-6.2,0.28,6.17,5.665,6.787
VIVS,0.6136,-12.9,93.2,7.2,10.0,0.7,-26.5,0.24,0.614,0.567,0.675
MEME,6.86,-5.5,12.3,5.9,0.7,8.7,-13.3,0.1,6.86,6.606,7.546
RPT,10.75,-6.2,12.4,4.4,1.2,3.6,-15.8,0.32,10.75,10.078,11.825
ERNA,7.12,-5.7,22.5,3.3,17.7,0.2,17.5,0.45,7.12,6.529,7.832
GLXG,1.07,-13.1,61.4,2.9,0.1,37.9,-17.7,0.22,1.07,0.994,1.177
