ticker,c,oc_%,vol_ratio,dol_M,dol_avg10_M,dol_x,run2d_%,close_pos,매수참고,손절,익절목표
OFAL,0.78,-14.8,215.0,77.7,8.6,9.1,21.0,0.11,0.78,0.733,0.858
BAOS,0.3261,-5.5,103.4,40.2,0.9,46.5,15.6,0.11,0.326,0.31,0.359
ATER,0.6259,-6.8,342.2,30.4,0.2,155.2,23.0,0.06,0.626,0.585,0.688
NIKI,6.2,-13.3,156.2,25.6,0.5,56.4,-6.2,0.04,6.2,5.868,6.82
PLAG,0.702,-5.0,58.1,21.6,4.5,4.8,16.8,0.4,0.702,0.646,0.772
RACC,11.44,-6.7,43.0,12.3,1.7,7.0,-42.1,0.17,11.44,10.845,12.584
PATX,13.54,-13.6,23.1,5.6,0.7,8.5,-30.2,0.26,13.54,12.115,14.894
SVRN,9.07,-9.3,21.3,2.6,0.7,3.8,-13.5,0.09,9.07,8.623,9.977
