ticker,c,oc_%,vol_ratio,dol_M,dol_avg10_M,dol_x,run2d_%,close_pos,매수참고,손절,익절목표
GIPR,0.523,-10.2,159.0,65.0,22.8,2.9,43.3,0.4,0.523,0.439,0.575
GELS,0.8932,-9.9,4225.7,62.6,5.0,12.5,67.9,0.39,0.893,0.727,0.983
GPRK,11.9,-6.3,10.4,45.9,7.0,6.6,6.0,0.08,11.9,11.446,13.09
DBGI,3.63,-14.0,30.2,11.7,1.1,10.8,-25.8,0.38,3.63,3.046,3.993
LHAI,1.21,-8.3,136.5,10.2,10.3,1.0,47.4,0.11,1.21,1.145,1.331
RDAC,6.29,-6.3,15.4,2.9,17.0,0.2,-2.5,0.43,6.29,5.723,6.919
