ticker,pass,n_signals,trend,recent_signals,last_candle
WBUY,True,1,횡보,작은몸통양꼬리양봉@D-3,-
XAIR,True,1,하락,작은몸통양꼬리양봉@D-2,-
LGPS,False,0,상승,-,도지
