ticker,c,oc_%,vol_ratio,dol_M,dol_avg10_M,dol_x,run2d_%,close_pos,매수참고,손절,익절목표
BJDX,1.45,-5.2,235.2,130.2,4.0,32.9,27.2,0.35,1.45,1.222,1.595
TDTH,2.56,-14.7,1318.8,104.1,4.3,24.3,63.1,0.24,2.56,2.299,2.816
SILO,5.66,-10.0,110.3,33.6,0.5,62.9,-8.4,0.22,5.66,5.267,6.226
VTAK,0.7127,-7.4,38.2,15.5,19.7,0.8,-9.8,0.6,0.713,0.592,0.784
BTAI,1.04,-6.3,11.5,4.2,1.1,3.8,-24.6,0.0,1.04,1.009,1.144
ALAR,2.67,-11.9,12.5,2.8,2.1,1.3,-58.0,0.1,2.67,2.551,2.937
